0 1 12 13	1	0+((12*13)-1)			
0 11 12 12	1	0+(11+(12*12))			
0 11 12 13	1	0+((11*13)+12)			
1 1 11 13	2	((1+11)*13)-1	1+((1+13)*11)		
1 1 12 12	1	((1+12)*12)-1			
1 1 12 13	1	1*((12*13)-1)			
1 1 13 13	1	(13*(13-1))-1			
1 2 6 13	1	(13*(2*6))-1			
1 2 7 11	1	1+(11*(2*7))			
1 2 10 13	1	((10+2)*13)-1			
1 2 11 12	2	((11+2)*12)-1	1+(11*(12+2))		
1 2 12 13	1	(1+(12*13))-2			
1 3 4 13	1	(13*(3*4))-1			
1 3 5 10	1	(1+(10*3))*5			
1 3 9 13	1	(13*(3+9))-1			
1 3 10 12	1	((10+3)*12)-1			
1 3 11 11	1	1+(11*(11+3))			
1 4 5 8	1	((4*8)-1)*5			
1 4 8 13	1	(13*(4+8))-1			
1 4 9 12	1	(12*(4+9))-1			
1 4 10 11	1	1+((10+4)*11)			
1 5 5 6	1	(1+(5*6))*5			
1 5 7 13	1	(13*(5+7))-1			
1 5 8 12	1	(12*(5+8))-1			
1 5 9 11	1	1+(11*(5+9))			
1 6 6 13	1	(13*(6+6))-1			
1 6 7 12	1	(12*(6+7))-1			
1 6 8 11	1	1+(11*(6+8))			
1 6 13 13	1	((13+13)*6)-1			
1 7 7 11	1	1+(11*(7+7))			
1 7 9 13	1	1+((13+9)*7)			
1 7 10 12	1	1+((10+12)*7)			
1 7 11 11	1	1+((11+11)*7)			
1 10 12 12	1	1+(10+(12*12))			
1 10 12 13	1	((1+10)*13)+12			
1 11 11 12	1	((1+11)*12)+11			
1 11 11 13	1	1+(11+(11*13))			
1 11 12 12	2	1*(11+(12*12))	((1+12)*11)+12		
1 11 12 13	2	1*((11*13)+12)	11+(12*(13-1))		
1 11 13 13	1	((11*13)+13)-1			
1 12 12 12	1	(12+(12*12))-1			
1 12 12 13	2	12+((12-1)*13)	12*(13-(1/12))		
1 12 13 13	2	((1+13)*12)-13	(12-(1/13))*13		
1 13 13 13	1	(13*13)-(1+13)			
2 2 12 13	1	(12*13)-(2/2)			
2 3 5 11	1	((11*3)-2)*5			
2 3 12 13	1	((12*13)+2)-3			
2 4 9 13	1	((13+4)*9)+2			
2 5 5 13	1	((13*2)+5)*5			
2 5 7 12	1	((12*2)+7)*5			
2 5 8 10	1	(10*(2*8))-5			
2 5 9 11	1	((11*2)+9)*5			
2 5 9 12	1	((12+5)*9)+2			
2 5 9 13	1	(13+(2*9))*5			
2 5 10 11	1	((10*2)+11)*5			
2 5 10 13	2	(10*(13+2))+5	10*(13+(5/2))		
2 6 9 11	1	((11+6)*9)+2			
2 6 11 12	1	11+(12*(2*6))			
2 6 11 13	1	(11*13)+(2*6)			
2 7 9 9	1	(2*(9*9))-7			
2 7 9 10	1	((10+7)*9)+2			
2 7 10 12	1	10*(12+(7/2))			
2 7 12 13	1	(12*(2*7))-13			
2 7 13 13	1	(13*13)-(2*7)			
2 8 9 9	1	2+((8+9)*9)			
2 8 9 11	1	11+(2*(8*9))			
2 9 10 11	1	10*(11+(9/2))			
2 9 10 13	1	10*((13/2)+9)			
2 9 12 12	1	(12*12)+(2+9)			
2 9 12 13	1	12+(13*(2+9))			
2 10 10 11	1	10*(10+(11/2))			
2 10 11 12	1	((10+2)*12)+11			
2 10 11 13	2	10+((11*13)+2)	(11*(13+2))-10		
2 11 11 12	1	(11*(11+2))+12			
2 12 12 13	2	(12*(12+2))-13	((12*12)+13)-2		
2 12 13 13	2	(13*13)-(12+2)	12+(13*(13-2))		
3 3 12 13	1	(12*13)-(3/3)			
3 4 5 7	1	(3+(4*7))*5			
3 4 5 9	1	((3*9)+4)*5			
3 4 11 12	1	11+(12*(3*4))			
3 4 11 13	1	(11*13)+(3*4)			
3 4 12 13	1	((12*13)+3)-4			
3 5 5 10	1	(10*(3*5))+5			
3 5 5 12	1	((12*3)-5)*5			
3 5 6 13	1	(13+(3*6))*5			
3 5 7 8	1	((3*8)+7)*5			
3 5 7 10	1	(10+(3*7))*5			
3 5 8 13	1	((13*3)-8)*5			
3 5 10 11	1	(11*(3*5))-10			
3 5 10 12	1	(10*(12+3))+5			
3 5 10 13	1	(10*(13+3))-5			
3 6 7 9	1	(3*(6*9))-7			
3 6 8 11	1	11+(3*(6*8))			
3 6 8 13	1	((13+6)*8)+3			
3 7 7 8	1	(3*(7*7))+8			
3 7 8 12	1	((12+7)*8)+3			
3 7 8 13	1	(3*(7*8))-13			
3 8 8 11	1	((11+8)*8)+3			
3 8 9 10	1	((10+9)*8)+3			
3 8 12 12	1	(12*12)+(3+8)			
3 8 12 13	1	12+(13*(3+8))			
3 9 11 12	1	11+(12*(3+9))			
3 9 11 13	2	(11*13)+(3+9)	11+((13+3)*9)		
3 10 11 12	2	((10+3)*11)+12	(11*(12+3))-10		
3 11 12 13	1	((11+3)*12)-13			
3 11 13 13	1	(13*13)-(11+3)			
4 4 5 10	1	(10*(4*4))-5			
4 4 9 11	1	11+(4*(4*9))			
4 4 12 13	1	(12*13)-(4/4)			
4 5 5 7	1	5*((5*7)-4)			
4 5 5 8	1	(4*(5*8))-5			
4 5 5 9	1	((4*9)-5)*5			
4 5 5 11	1	(11+(4*5))*5			
4 5 6 7	1	((4*6)+7)*5			
4 5 9 10	1	((10*4)-9)*5			
4 5 10 11	1	(10*(11+4))+5			
4 5 10 12	1	(10*(12+4))-5			
4 5 11 13	1	((11*4)-13)*5			
4 5 12 13	1	((12*13)+4)-5			
4 6 6 11	1	11+(4*(6*6))			
4 6 7 13	1	(4*(6*7))-13			
4 7 12 12	1	(12*12)+(4+7)			
4 7 12 13	1	12+(13*(4+7))			
4 8 11 12	1	11+(12*(4+8))			
4 8 11 13	1	(11*13)+(4+8)			
4 9 11 12	2	(11*(4+9))+12	11+((12+4)*9)		
4 10 10 13	1	10*((10/4)+13)			
4 10 11 11	1	(11*(11+4))-10			
4 10 12 13	1	((10+4)*12)-13			
4 10 13 13	1	(13*13)-(10+4)			
5 5 5 6	2	5+(5*(5*6))	5*((5*5)+6)		
5 5 6 6	1	5*((6*6)-5)			
5 5 8 9	1	5*((5*8)-9)			
5 5 10 10	1	(10*(10+5))+5			
5 5 10 11	1	(10*(11+5))-5			
5 5 10 13	1	(10*13)+(5*5)			
5 5 12 13	1	(12*13)-(5/5)			
5 5 13 13	1	(13+(13+5))*5			
5 6 7 11	1	5*((6*7)-11)			
5 6 9 10	1	(10*(6+9))+5			
5 6 10 10	1	(10*(10+6))-5			
5 6 12 12	1	(12*12)+(5+6)			
5 6 12 13	4	((12+13)*6)+5	((12*13)+5)-6	(12+(13+6))*5	12+(13*(5+6))
5 7 8 10	1	(10*(7+8))+5			
5 7 8 13	1	((13+7)*8)-5			
5 7 9 10	1	(10*(7+9))-5			
5 7 9 13	1	((13+5)*9)-7			
5 7 10 12	1	(10*12)+(5*7)			
5 7 11 12	1	11+(12*(5+7))			
5 7 11 13	2	(11*13)+(5+7)	(11+(13+7))*5		
5 7 12 12	1	(12+(12+7))*5			
5 8 8 10	1	(10*(8+8))-5			
5 8 8 12	1	((12+8)*8)-5			
5 8 9 11	1	((11+9)*8)-5			
5 8 10 10	1	((10+10)*8)-5			
5 8 10 13	1	(10+(13+8))*5			
5 8 11 12	2	(11*(5+8))+12	(11+(12+8))*5		
5 8 11 13	1	11+((13+5)*8)			
5 9 9 13	1	(13+(9+9))*5			
5 9 10 11	1	(10*11)+(5*9)			
5 9 10 12	1	(10+(12+9))*5			
5 9 10 13	1	(10*9)+(13*5)			
5 9 11 11	2	(11+(11+9))*5	11+((11+5)*9)		
5 9 12 13	1	(12*(5+9))-13			
5 9 13 13	1	(13*13)-(5+9)			
5 10 10 11	3	(10+(10+11))*5	((10+5)*11)-10	(10*10)+(11*5)	
6 6 11 12	1	11+(12*(6+6))			
6 6 11 13	1	(11*13)+(6+6)			
6 6 12 13	1	(12*13)-(6/6)			
6 7 9 12	1	((12+6)*9)-7			
6 7 10 13	1	((10+13)*7)-6			
6 7 11 12	2	(11*(6+7))+12	((11+12)*7)-6		
6 7 11 13	1	(11*7)+(13*6)			
6 7 12 13	1	((12*13)+6)-7			
6 8 11 12	1	11+((12+6)*8)			
6 8 12 13	1	(12*(6+8))-13			
6 8 13 13	1	(13*13)-(6+8)			
6 9 10 11	2	(11*(6+9))-10	((10+6)*9)+11		
6 11 11 13	1	11+((11+13)*6)			
6 11 12 12	1	11+((12+12)*6)			
7 7 9 11	1	((11+7)*9)-7			
7 7 12 13	2	(12*(7+7))-13	(12*13)-(7/7)		
7 7 13 13	1	(13*13)-(7+7)			
7 8 8 13	2	((13+8)*7)+8	(13*7)+(8*8)		
7 8 9 10	1	((10+8)*9)-7			
7 8 9 11	1	(11*9)+(7*8)			
7 8 9 12	1	((12+9)*7)+8			
7 8 10 11	2	(11*(7+8))-10	((10+11)*7)+8		
7 8 11 11	1	11+((11+7)*8)			
7 8 12 13	1	((12*13)+7)-8			
7 9 9 9	1	(9*(9+9))-7			
7 9 9 11	1	11+((7+9)*9)			
7 11 13 13	1	((11+13)*7)-13			
7 12 12 13	1	((12+12)*7)-13			
8 8 9 11	1	11+((8+8)*9)			
8 8 10 11	1	((10+8)*8)+11			
8 8 12 13	1	(12*13)-(8/8)			
8 8 13 13	1	((13+8)*8)-13			
8 9 9 11	1	11+(8*(9+9))			
8 9 12 13	2	((12*13)+8)-9	((12+9)*8)-13		
8 10 11 13	1	((10+11)*8)-13			
9 9 12 13	1	(12*13)-(9/9)			
9 10 12 13	1	((12*13)+9)-10			
10 10 12 13	1	(12*13)-(10/10)			
10 11 12 13	2	10+((11*12)+13)	(10+(12*13))-11		
10 12 13 13	1	(10*13)+(12+13)			
11 11 12 12	1	11+((11*12)+12)			
11 11 12 13	2	(12*13)-(11/11)	11*((12/11)+13)		
11 12 12 12	1	((11/12)+12)*12			
11 12 12 13	1	(11+(12*13))-12			
11 12 13 13	1	(11+(12/13))*13			
12 12 12 13	1	(12*13)-(12/12)			
12 12 13 13	1	(12+(12*13))-13			
12 13 13 13	1	(12*13)-(13/13)			
