1 2 8 12	1	(12*(2*8))-1		
1 3 8 8	1	(3*(8*8))-1		
1 3 12 13	1	(12*(13+3))-1		
1 4 4 12	1	(12*(4*4))-1		
1 4 6 8	1	(4*(6*8))-1		
1 4 12 12	1	(12*(12+4))-1		
1 5 11 12	1	((11+5)*12)-1		
1 6 10 12	1	((10+6)*12)-1		
1 6 10 13	1	1+(10*(13+6))		
1 7 9 12	1	(12*(7+9))-1		
1 7 10 12	1	1+(10*(12+7))		
1 8 8 12	1	(12*(8+8))-1		
1 8 10 11	1	1+(10*(11+8))		
1 8 11 13	1	((11+13)*8)-1		
1 8 12 12	1	((12+12)*8)-1		
1 9 10 10	1	1+(10*(10+9))		
1 9 13 13	1	((1+13)*13)+9		
2 3 7 9	1	2+(3*(7*9))		
2 4 13 13	1	(13*(13+2))-4		
2 7 9 11	1	(11*(2*9))-7		
2 7 9 13	1	(13*(2*7))+9		
2 8 9 13	1	((13+8)*9)+2		
2 9 9 12	1	((12+9)*9)+2		
2 9 10 10	1	(10*(10*2))-9		
2 9 10 11	2	((10+11)*9)+2	(10*(2*9))+11	
2 9 12 13	1	((12+2)*13)+9		
2 11 12 13	1	11+(12*(13+2))		
2 11 13 13	1	(11*2)+(13*13)		
3 4 5 13	1	(13*(3*5))-4		
3 4 12 13	1	((12+3)*13)-4		
3 5 11 12	1	11+(12*(3*5))		
3 6 7 11	1	(11*(3*6))-7		
3 6 10 11	1	(10*(3*6))+11		
3 9 11 13	1	((11+3)*13)+9		
3 11 12 12	1	11+(12*(12+3))		
4 4 11 13	2	((11+4)*13)-4	(11*(13+4))+4	
4 5 7 7	1	(4*(7*7))-5		
4 5 9 10	1	(10*(4*5))-9		
4 5 9 11	1	11+(4*(5*9))		
4 5 10 13	1	((10+5)*13)-4		
4 5 11 12	1	(11*(12+5))+4		
4 6 9 13	1	(13*(6+9))-4		
4 6 11 11	1	(11*(11+6))+4		
4 7 8 13	1	(13*(7+8))-4		
4 7 10 11	1	((10+7)*11)+4		
4 8 9 11	1	(11*(8+9))+4		
4 9 10 13	1	((10+4)*13)+9		
4 11 11 12	1	11+((11+4)*12)		
4 11 12 13	1	(11*13)+(12*4)		
4 12 13 13	1	(12*(13+4))-13		
5 5 8 9	1	(5*(5*8))-9		
5 6 6 11	1	11+(5*(6*6))		
5 7 11 13	1	(11*(13+5))-7		
5 7 12 13	1	(12*13)+(5*7)		
5 9 9 13	1	(13*(5+9))+9		
5 10 11 12	1	((10+5)*12)+11		
5 10 11 13	1	(10*(13+5))+11		
5 12 12 13	1	(12*(12+5))-13		
6 7 11 12	1	(11*(12+6))-7		
6 8 9 13	1	(13*(6+8))+9		
6 8 11 13	1	(11*13)+(6*8)		
6 9 11 12	1	11+(12*(6+9))		
6 10 11 12	1	(10*(12+6))+11		
6 11 12 13	1	((11+6)*12)-13		
7 7 9 13	1	(13*(7+7))+9		
7 7 11 11	1	(11*(11+7))-7		
7 8 10 11	1	((10+8)*11)-7		
7 8 10 13	1	((10+13)*8)+7		
7 8 11 12	2	((11+12)*8)+7	11+(12*(7+8))	
7 9 9 11	1	(11*(9+9))-7		
7 9 9 13	1	((13+9)*9)-7		
7 9 10 12	1	((10+12)*9)-7		
7 9 10 13	1	(10*(13+7))-9		
7 9 11 11	1	((11+11)*9)-7		
7 9 11 13	1	11+((13+7)*9)		
7 9 13 13	1	((13+13)*7)+9		
7 10 10 13	1	(10*10)+(13*7)		
7 10 11 11	2	(10*7)+(11*11)	(10*(11+7))+11	
7 10 12 13	1	((10+7)*12)-13		
8 9 10 12	1	(10*(12+8))-9		
8 9 11 12	1	11+((12+8)*9)		
8 9 12 13	2	(12*(8+9))-13	((12+13)*8)-9	
8 10 10 11	1	(10*(10+8))+11		
9 9 10 11	3	(10*(9+9))+11	(10*11)+(9*9)	(10*(11+9))-9
9 9 11 11	1	11+((11+9)*9)		
9 10 10 10	1	(10*(10+10))-9		
9 10 10 11	1	((10+10)*9)+11		
9 13 13 13	1	13+((13*13)+9)		
10 12 13 13	1	10+(12+(13*13))		
11 11 13 13	1	11+(11+(13*13))		
