0 5 5 7	1	0+(5*(5*7))		
0 6 13 13	1	0+((13*13)+6)		
0 7 12 13	1	0+((12+13)*7)		
1 2 7 12	1	(1+(12*2))*7		
1 2 7 13	1	((13*2)-1)*7		
1 2 8 11	1	(11*(2*8))-1		
1 3 5 12	1	((12*3)-1)*5		
1 3 7 8	1	(1+(3*8))*7		
1 3 11 13	1	(11*(13+3))-1		
1 4 4 11	1	(11*(4*4))-1		
1 4 5 7	1	(1+4)*(5*7)		
1 4 5 9	1	((4*9)-1)*5		
1 4 6 7	1	(1+(4*6))*7		
1 4 11 12	1	(11*(12+4))-1		
1 5 5 6	1	(1+6)*(5*5)		
1 5 5 7	1	1*(5*(5*7))		
1 5 5 8	1	5*(5*(8-1))		
1 5 6 6	1	5*((6*6)-1)		
1 5 6 7	1	5*((6-1)*7)		
1 5 11 11	1	(11*(11+5))-1		
1 5 13 13	1	1+((13*13)+5)		
1 6 10 11	1	((10+6)*11)-1		
1 6 12 13	2	(1+6)*(12+13)	((1+12)*13)+6	
1 6 13 13	1	1*((13*13)+6)		
1 7 9 11	1	(11*(7+9))-1		
1 7 11 13	1	(1+(11+13))*7		
1 7 12 12	1	(1+(12+12))*7		
1 7 12 13	2	1*((12+13)*7)	((1+13)*12)+7	
1 7 13 13	3	((13*13)+7)-1	((1+13)*13)-7	((13+13)-1)*7
1 8 8 11	1	(11*(8+8))-1		
1 8 9 13	1	((13+9)*8)-1		
1 8 10 12	1	((10+12)*8)-1		
1 8 11 11	1	((11+11)*8)-1		
1 8 12 13	1	(12+13)*(8-1)		
2 3 5 7	1	(2+3)*(5*7)		
2 3 5 11	1	((11*3)+2)*5		
2 3 7 9	1	((3*9)-2)*7		
2 3 7 11	1	((11*2)+3)*7		
2 3 13 13	1	(13*13)+(2*3)		
2 4 13 13	1	(13*13)+(2+4)		
2 5 5 5	1	(2+5)*(5*5)		
2 5 5 9	1	5*(5*(9-2))		
2 5 7 7	1	5*(7*(7-2))		
2 5 7 10	2	((10*2)+5)*7	(10*(5*7))/2	
2 5 9 10	1	(10*(2*9))-5		
2 5 9 13	1	((13*2)+9)*5		
2 5 11 12	1	(11+(12*2))*5		
2 5 11 13	1	((11*2)+13)*5		
2 5 12 13	2	(12+13)*(2+5)	(12*(13+2))-5	
2 6 7 13	1	(13+(2*6))*7		
2 6 11 13	1	((11+2)*13)+6		
2 7 7 9	1	((2*9)+7)*7		
2 7 7 11	1	(11+(2*7))*7		
2 7 7 12	1	(12*(2*7))+7		
2 7 7 13	1	(13*(2*7))-7		
2 7 8 9	1	((2*8)+9)*7		
2 7 10 13	1	(10+(13+2))*7		
2 7 11 12	1	(11+(12+2))*7		
2 7 12 12	1	(12*(12+2))+7		
2 7 12 13	1	((12+2)*13)-7		
2 8 13 13	1	((13*13)+8)-2		
2 9 9 13	1	13+(2*(9*9))		
2 9 10 13	1	10*(13+(9/2))		
2 9 12 13	1	(12+13)*(9-2)		
2 10 11 12	1	10*((11/2)+12)		
2 10 11 13	2	10+(11*(13+2))	10*(11+(13/2))	
2 12 13 13	1	(12/2)+(13*13)		
3 3 13 13	1	(13*13)+(3+3)		
3 4 5 5	1	(3+4)*(5*5)		
3 4 5 8	1	(3+(4*8))*5		
3 4 5 13	1	((13*3)-4)*5		
3 4 7 7	2	((4*7)-3)*7	((3*7)+4)*7	
3 4 7 13	1	(13+(3*4))*7		
3 4 12 13	1	(12+13)*(3+4)		
3 5 5 10	2	(10-3)*(5*5)	((10*3)+5)*5	
