1 7 10 13	1	(1+13)*(10*7)
1 9 10 11	1	10*((11*9)-1)
2 7 7 10	1	10*(2*(7*7))
2 7 10 12	1	10*((12+2)*7)
2 8 10 12	1	10*((12*8)+2)
2 10 10 10	1	10*((10*10)-2)
3 7 10 11	1	10*((11+3)*7)
3 7 11 13	1	((11*13)-3)*7
4 5 7 7	1	4*(5*(7*7))
4 7 10 10	1	10*((10+4)*7)
4 7 12 12	1	((12*12)-4)*7
5 7 9 10	1	10*((5+9)*7)
6 7 8 10	1	10*((6+8)*7)
6 8 10 13	1	10*((13*8)-6)
7 7 7 10	1	10*(7*(7+7))
7 7 7 13	1	(13+7)*(7*7)
7 7 8 12	1	(12+8)*(7*7)
7 7 9 11	1	(11+9)*(7*7)
7 7 10 10	1	(10+10)*(7*7)
7 7 10 13	1	10*((13*7)+7)
7 8 11 12	1	((11*12)+8)*7
7 10 10 13	1	(10+(10*13))*7
8 9 9 12	1	(12*(9*9))+8
8 9 10 10	1	10*((10*9)+8)
8 10 10 11	1	10*(10+(11*8))
8 11 11 12	1	(11*(11*8))+12
9 10 10 11	1	(10*(11*9))-10
9 10 10 12	1	10*((12*9)-10)
10 10 11 12	1	10*((10*11)-12)
