0 6 12 12	1	0+(12*(12*6))	
0 8 9 12	1	0+(12*(8*9))	
1 5 12 12	1	(1+5)*(12*12)	
1 6 11 12	1	(1+11)*(12*6)	
1 6 11 13	1	(1+(11*13))*6	
1 6 12 12	1	1*(12*(12*6))	
1 6 12 13	1	12*((13-1)*6)	
1 7 9 12	1	(1+7)*(12*9)	
1 7 12 12	1	12*(12*(7-1))	
1 8 8 12	1	(1+8)*(12*8)	
1 8 9 11	1	(1+11)*(8*9)	
1 8 9 12	1	1*(12*(8*9))	
1 8 9 13	1	(13-1)*(8*9)	
1 8 10 12	1	(10-1)*(12*8)	
1 9 9 12	1	12*(9*(9-1))	
2 3 12 12	1	12*(12*(2*3))	
2 4 9 12	1	12*(2*(4*9))	
2 4 12 12	1	12*(12*(2+4))	
2 6 6 12	1	12*(2*(6*6))	
2 6 8 9	1	2*(6*(8*9))	
2 6 9 12	1	12*((2+6)*9)	
2 6 10 12	1	(10+2)*(12*6)	
2 7 8 12	1	12*((2+7)*8)	
2 7 10 12	1	((10*7)+2)*12	
2 8 9 10	1	(10+2)*(8*9)	
2 8 10 11	1	((10*11)-2)*8	
2 8 11 12	1	(11-2)*(12*8)	
2 8 12 12	1	12*(12*(8-2))	
2 9 10 12	1	(10-2)*(12*9)	
2 12 12 12	1	(12*(12*12))/2	
3 3 8 12	1	12*(3*(3*8))	
3 3 12 12	1	12*(12*(3+3))	
3 4 6 12	1	12*(3*(4*6))	
3 4 8 9	1	3*(4*(8*9))	
3 5 9 12	1	12*((3+5)*9)	
3 6 6 8	1	3*(6*(6*8))	
3 6 8 12	1	12*((3+6)*8)	
3 6 9 12	1	12*((3+9)*6)	
3 6 9 13	1	(13+3)*(6*9)	
3 8 9 9	1	(3+9)*(8*9)	
3 8 12 12	1	12*((12-3)*8)	
3 9 9 11	1	((11*9)-3)*9	
3 9 11 12	1	(11-3)*(12*9)	
3 9 12 12	1	12*(12*(9-3))	
3 11 12 13	1	(11+13)*(12*3)	
3 12 12 12	1	12*((12+12)*3)	
4 4 6 9	1	4*(4*(6*9))	
4 4 9 12	1	12*((4+4)*9)	
4 5 8 12	1	12*((4+5)*8)	
4 5 12 13	1	12*((13+5)*4)	
4 6 6 6	1	4*(6*(6*6))	
4 6 8 12	1	12*((4+8)*6)	
4 6 9 12	1	(12+4)*(6*9)	
4 6 12 12	1	12*((12+6)*4)	
4 7 11 12	1	(11+7)*(12*4)	
4 8 8 9	1	(4+8)*(8*9)	
4 8 8 13	1	((13*8)+4)*8	
4 8 10 12	1	(10+8)*(12*4)	
4 8 12 13	1	12*((13-4)*8)	
4 9 9 12	1	12*(4*(9+9))	
4 9 10 10	1	((10*10)-4)*9	
4 9 11 13	1	(11+13)*(4*9)	
4 9 12 12	2	(12+12)*(4*9)	12*((12-4)*9)
4 10 12 12	1	(10-4)*(12*12)	
5 6 7 12	1	12*((5+7)*6)	
5 6 8 13	1	(13+5)*(6*8)	
5 6 9 11	1	(11+5)*(6*9)	
5 7 8 9	1	(5+7)*(8*9)	
5 7 9 13	1	((13*7)+5)*9	
5 7 11 12	1	((11*7)-5)*12	
5 7 12 13	1	12*((13*5)+7)	
5 9 12 13	1	12*((13-5)*9)	
5 11 12 12	1	(11-5)*(12*12)	
5 12 12 12	1	12*(12+(12*5))	
6 6 6 12	1	12*(6*(6+6))	
6 6 8 9	1	(6+6)*(8*9)	
6 6 8 12	1	(12+6)*(6*8)	
6 6 9 10	1	(10+6)*(6*9)	
6 6 11 12	1	((11*6)+6)*12	
6 6 11 13	2	(11*(13*6))+6	(11+13)*(6*6)
6 6 12 12	1	(12+12)*(6*6)	
6 6 12 13	1	12*((13*6)-6)	
6 7 8 11	1	(11+7)*(6*8)	
6 7 9 9	1	6*((7+9)*9)	
6 8 8 9	1	6*((8+8)*9)	
6 8 8 10	1	(10+8)*(6*8)	
6 8 9 9	1	6*(8*(9+9))	
6 9 9 10	1	((10*9)+6)*9	
6 10 12 12	1	((10*6)+12)*12	
6 11 12 12	1	((11*12)+12)*6	
6 12 12 12	1	12*(12*(12-6))	
6 12 12 13	1	((12*13)-12)*6	
7 9 9 12	1	12*((7*9)+9)	
7 9 12 12	1	(12+(12*7))*9	
7 12 12 12	1	12*((12*7)-12)	
7 12 12 13	1	12*(12*(13-7))	
8 8 8 12	1	12*(8+(8*8))	
8 8 9 11	1	((11*8)+8)*9	
8 8 9 13	1	((13*8)-8)*9	
8 8 10 10	1	((10*10)+8)*8	
8 8 10 12	1	((10*8)-8)*12	
8 8 12 12	1	(12+(12*8))*8	
8 9 9 11	1	((11*9)+9)*8	
8 9 9 13	1	((13*9)-9)*8	
8 10 12 12	1	((10*12)-12)*8	
8 11 11 13	1	((11*11)-13)*8	
9 9 9 12	1	12*((9*9)-9)	
9 9 12 12	1	((12*9)-12)*9	
