1 7 7 9	1	7*((7*9)-1)
2 3 12 12	1	(12*(12*3))+2
2 4 9 12	1	(12*(4*9))+2
2 5 7 12	1	((12*5)+2)*7
2 6 6 12	1	(12*(6*6))+2
2 6 7 10	1	((10*6)+2)*7
2 6 8 9	1	2+(6*(8*9))
2 7 8 8	1	7*((8*8)-2)
3 5 7 13	1	((13*5)-3)*7
3 5 11 13	1	(11*(13*3))+5
4 6 7 11	1	((11*6)-4)*7
4 6 10 11	1	(10*(11*4))-6
4 7 10 13	1	(10+(13*4))*7
5 6 8 11	1	(11*(5*8))-6
5 7 7 11	1	((11*5)+7)*7
5 7 10 12	1	((10*5)+12)*7
6 7 7 8	1	(6+(7*8))*7
6 7 8 9	1	((6*9)+8)*7
6 7 10 12	1	((12*6)-10)*7
7 7 7 9	1	(7*(7*9))-7
7 7 7 13	1	(13+(7*7))*7
7 7 8 10	1	((10*7)-8)*7
7 8 9 10	1	7*((8*9)-10)
