1 3 11 13	1	((11*13)-1)*3
1 6 6 12	1	((12*6)-1)*6
1 6 7 10	1	(1+(10*7))*6
1 6 8 9	1	6*((8*9)-1)
2 3 12 12	1	((12*12)-2)*3
3 3 11 13	1	(11*(13*3))-3
3 6 12 12	1	(12*(12*3))-6
3 10 11 12	1	(10+(11*12))*3
3 10 12 13	1	((10*13)+12)*3
4 6 9 12	1	(12*(4*9))-6
4 8 10 13	1	10+(13*(4*8))
5 6 6 11	1	((11*6)+5)*6
5 6 6 13	1	((13*5)+6)*6
5 6 7 12	1	(12*(5*7))+6
5 6 11 12	1	(11+(12*5))*6
6 6 6 12	1	(12*(6*6))-6
6 6 7 10	1	(10*(6*7))+6
6 6 7 11	1	((11*7)-6)*6
6 6 7 13	1	((13*6)-7)*6
6 6 8 9	1	(6*(8*9))-6
6 6 10 11	1	((10*6)+11)*6
6 7 8 8	1	6*(7+(8*8))
6 7 8 9	1	6*((7*9)+8)
6 7 12 13	1	((12*7)-13)*6
6 8 9 10	1	((10*8)-9)*6
6 9 9 10	1	6*((9*9)-10)
