0 2 10 11	1	0+(10*(11*2))		
0 4 5 11	1	0+(11*(4*5))		
0 7 11 13	1	0+(11*(13+7))		
0 8 11 12	1	0+(11*(12+8))		
0 9 10 13	1	0+(10*(13+9))		
0 9 11 11	1	0+(11*(11+9))		
0 10 10 11	1	0+((10+10)*11)		
0 10 10 12	1	0+(10*(10+12))		
0 10 11 11	1	0+(10*(11+11))		
1 1 10 11	1	(1+1)*(10*11)		
1 2 9 11	1	(1+9)*(11*2)		
1 2 10 10	1	(1+10)*(10*2)		
1 2 10 11	1	1*(10*(11*2))		
1 2 10 12	1	10*((12-1)*2)		
1 2 11 11	1	11*((11-1)*2)		
1 3 5 11	1	(1+3)*(11*5)		
1 3 7 10	1	(1+(3*7))*10		
1 3 7 11	1	11*((3*7)-1)		
1 3 10 11	1	10*(11*(3-1))		
1 4 4 11	1	(1+4)*(11*4)		
1 4 5 10	1	(1+10)*(4*5)		
1 4 5 11	1	1*(11*(4*5))		
1 4 5 12	1	(12-1)*(4*5)		
1 4 6 9	1	(1+(6*9))*4		
1 4 6 11	1	11*(4*(6-1))		
1 4 7 8	1	4*((7*8)-1)		
1 4 13 13	1	(13*(13+4))-1		
1 5 5 9	1	5*((5*9)-1)		
1 5 5 11	1	11*(5*(5-1))		
1 5 12 13	1	((12+5)*13)-1		
1 6 11 13	2	((11+6)*13)-1	(1+(13+6))*11	
1 7 10 13	2	((10+7)*13)-1	(1+10)*(13+7)	
1 7 11 12	1	(1+(12+7))*11		
1 7 11 13	1	1*(11*(13+7))		
1 7 12 13	1	(12-1)*(13+7)		
1 8 9 13	1	(13*(8+9))-1		
1 8 10 12	1	(1+10)*(12+8)		
1 8 10 13	1	(1+(13+8))*10		
1 8 11 11	1	(1+(11+8))*11		
1 8 11 12	1	1*(11*(12+8))		
1 8 11 13	1	11*((13+8)-1)		
1 8 12 12	1	(12+8)*(12-1)		
1 9 9 13	1	(1+9)*(13+9)		
1 9 10 11	2	(1+(10+9))*11	(1+10)*(11+9)	
1 9 10 12	2	(1+9)*(10+12)	(1+(12+9))*10	
1 9 10 13	1	1*(10*(13+9))		
1 9 11 11	2	(1+9)*(11+11)	1*(11*(11+9))	
1 9 11 12	2	11*((12+9)-1)	(11+9)*(12-1)	
1 9 11 13	1	(11-1)*(13+9)		
1 10 10 10	1	(1+10)*(10+10)		
1 10 10 11	2	1*((10+10)*11)	(1+(10+11))*10	
1 10 10 12	2	1*(10*(10+12))	(10+10)*(12-1)	
1 10 10 13	1	10*((10+13)-1)		
1 10 11 11	2	((10+11)-1)*11	1*(10*(11+11))	
1 10 11 12	2	(10+12)*(11-1)	10*((11+12)-1)	
1 11 11 11	1	(11+11)*(11-1)		
2 2 5 11	2	11*((2+2)*5)	11*(2*(2*5))	
2 2 8 11	1	11*(2*(2+8))		
2 2 9 10	1	10*(2*(2+9))		
