1 2 9 13	1	((13*9)-1)*2		
1 3 7 11	1	1+(11*(3*7))		
1 3 8 10	1	((10*3)-1)*8		
1 4 7 8	1	(1+(4*7))*8		
1 5 6 8	1	((5*6)-1)*8		
1 8 11 13	1	1+(11*(13+8))		
1 9 11 12	1	1+(11*(12+9))		
1 10 11 11	1	1+((10+11)*11)		
2 2 9 13	1	(13*(2*9))-2		
2 3 6 13	1	(13*(3*6))-2		
2 3 8 9	1	(2+(3*9))*8		
2 3 8 13	1	((13*2)+3)*8		
2 4 5 12	1	((12*5)-2)*4		
2 4 6 10	1	((10*6)-2)*4		
2 4 7 8	1	(2+(7*8))*4		
2 4 10 12	1	((10*12)-4)*2		
2 5 8 12	1	((12*2)+5)*8		
2 5 11 11	1	((11*11)-5)*2		
2 5 13 13	1	(13*(13+5))-2		
2 6 10 11	1	((10*11)+6)*2		
2 6 12 13	1	((12+6)*13)-2		
2 7 8 11	1	((11*2)+7)*8		
2 7 11 13	1	((11+7)*13)-2		
2 8 8 13	1	(13+(2*8))*8		
2 8 9 10	1	((10*2)+9)*8		
2 8 9 11	1	(11+(2*9))*8		
2 8 9 12	1	((12*9)+8)*2		
2 8 10 12	1	(10*(12*2))-8		
2 8 10 13	1	((10+8)*13)-2		
2 8 12 13	1	(12+(13*8))*2		
2 9 9 13	1	(13*(9+9))-2		
2 9 13 13	1	((13+13)*9)-2		
2 10 10 13	1	(10*(10+13))+2		
2 10 11 11	1	(11*(11*2))-10		
2 10 11 12	2	(10*(11+12))+2	(10*(11*2))+12	
3 4 5 11	1	((11*5)+3)*4		
3 4 8 8	1	((4*8)-3)*8		
3 4 8 11	1	((11*3)-4)*8		
3 5 8 8	1	((3*8)+5)*8		
3 6 8 11	1	(11+(3*6))*8		
3 7 8 8	1	((3*7)+8)*8		
3 7 8 12	1	((12*3)-7)*8		
3 8 8 10	1	(10*(3*8))-8		
3 8 10 13	1	((13*3)-10)*8		
3 8 13 13	1	(13+(13+3))*8		
3 9 9 11	1	(3*(9*9))-11		
4 4 6 9	1	4*(4+(6*9))		
4 4 6 13	1	((13*4)+6)*4		
4 4 8 13	1	(13+(4*4))*8		
4 4 10 12	1	(10+(12*4))*4		
4 5 5 8	1	(4+(5*5))*8		
4 5 6 8	1	((4*6)+5)*8		
4 5 7 9	1	4*((7*9)-5)		
4 5 7 13	1	((13*5)-7)*4		
4 5 8 9	1	((4*5)+9)*8		
4 5 8 10	1	((10*5)+8)*4		
4 5 8 12	1	(12*(4*5))-8		
4 5 9 13	1	(13+(5*9))*4		
4 5 11 12	1	(11*(4*5))+12		
4 6 8 8	1	4*((8*8)-6)		
4 6 8 10	2	(10+(6*8))*4	(10*(4*6))-8	
4 6 8 11	1	((11*6)-8)*4		
4 6 12 13	1	(12*(13+6))+4		
4 7 7 9	1	4*((7*7)+9)		
4 7 8 8	1	(4*(7*8))+8		
4 7 8 9	1	((4*9)-7)*8		
4 7 10 12	1	((10*7)-12)*4		
4 7 12 12	1	(12*(12+7))+4		
4 8 10 11	1	((10*4)-11)*8		
4 8 11 12	1	((11+8)*12)+4		
4 8 12 13	1	(12+(13+4))*8		
4 9 10 12	1	((10+9)*12)+4		
4 11 13 13	1	11+(13*(13+4))		
5 5 7 9	1	(5*(5*9))+7		
5 6 7 8	1	((5*7)-6)*8		
5 6 8 8	1	(5*(6*8))-8		
5 7 7 13	1	(5*(7*7))-13		
5 8 8 11	1	((5*8)-11)*8		
5 8 11 13	1	(11+(13+5))*8		
5 8 12 12	1	(12+(12+5))*8		
5 11 12 13	1	11+((12+5)*13)		
6 6 7 8	1	((6*6)-7)*8		
6 7 8 13	1	((6*7)-13)*8		
6 8 10 13	1	(10+(13+6))*8		
6 8 11 12	1	(11+(12+6))*8		
6 11 11 13	1	11+((11+6)*13)		
7 8 9 13	1	(13+(7+9))*8		
7 8 10 12	1	(10+(12+7))*8		
7 8 11 11	1	(11+(11+7))*8		
7 8 12 13	1	(12*(13+7))-8		
7 9 12 13	1	((12+13)*9)+7		
7 9 13 13	1	(13*13)+(7*9)		
7 10 11 13	1	((10+7)*13)+11		
7 11 12 13	1	(11*(13+7))+12		
8 8 8 13	1	(13+(8+8))*8		
8 8 9 12	1	(12+(8+9))*8		
8 8 10 11	1	(10+(11+8))*8		
8 8 12 12	1	(12*(12+8))-8		
8 9 9 11	1	(11+(9+9))*8		
8 9 10 10	1	(10+(10+9))*8		
8 9 11 12	1	((11+9)*12)-8		
8 9 11 13	1	11+(13*(8+9))		
8 10 10 12	1	((10+10)*12)-8		
8 10 11 13	1	(10*(11+13))-8		
8 10 12 12	1	(10*(12+12))-8		
8 11 12 12	2	(11*8)+(12*12)	(11*(12+8))+12	
9 10 11 13	1	(11*(13+9))-10		
9 10 12 13	1	(10*(13+9))+12		
9 11 11 12	1	(11*(11+9))+12		
10 10 11 12	3	((10+10)*11)+12	(10*10)+(11*12)	((10+12)*11)-10
10 10 12 12	1	(10*(10+12))+12		
10 11 11 11	1	(11*(11+11))-10		
10 11 11 12	1	(10*(11+11))+12		
