1 3 8 12	1	(1+(12*8))*3
2 3 9 11	1	((11*9)-2)*3
2 3 12 12	1	(12*(12*2))+3
2 5 11 13	1	(11*(13*2))+5
3 3 8 12	1	(12*(3*8))+3
3 3 10 10	1	((10*10)-3)*3
3 4 6 12	1	(12*(4*6))+3
3 4 8 9	1	3+(4*(8*9))
3 6 6 8	1	3+(6*(6*8))
3 6 7 7	1	(6*(7*7))-3
3 6 7 13	1	((13*7)+6)*3
3 6 9 11	1	(11*(3*9))-6
3 7 8 13	1	((13*8)-7)*3
3 7 9 10	1	((10*9)+7)*3
3 7 12 13	1	((12*7)+13)*3
3 8 9 11	1	((11*8)+9)*3
3 9 10 10	1	(10*(10*3))-9
3 9 11 12	1	((12*9)-11)*3
3 10 11 13	1	((10*11)-13)*3
3 11 12 13	1	((11+13)*12)+3
3 12 12 12	1	(12*(12+12))+3
4 7 10 11	1	(10*(4*7))+11
5 5 9 12	1	(12*(5*5))-9
5 6 9 10	1	(10*(5*6))-9
5 7 8 11	1	11+(5*(7*8))
5 9 13 13	1	(13*(13+9))+5
5 10 12 13	1	((10+12)*13)+5
5 11 11 13	1	((11+11)*13)+5
5 11 13 13	1	(11*(13+13))+5
8 10 13 13	1	((10+13)*13)-8
8 11 12 13	1	((11+12)*13)-8
9 12 12 13	1	(12*(12+13))-9
