1 3 9 11	1	1+(11*(3*9))
1 10 13 13	1	((10+13)*13)-1
1 11 12 13	1	((11+12)*13)-1
2 3 10 10	1	(10*(10*3))-2
2 5 5 12	1	(12*(5*5))-2
2 5 6 10	1	(10*(5*6))-2
2 5 12 12	1	((12*12)+5)*2
2 6 11 13	1	((11*13)+6)*2
2 7 12 13	1	((12*13)-7)*2
2 10 12 12	1	10+(12*(12*2))
2 11 12 13	1	(11*(13*2))+12
2 12 12 13	1	(12*(12+13))-2
3 8 10 12	1	10+(12*(3*8))
4 6 7 7	1	4+(6*(7*7))
4 6 10 12	1	10+(12*(4*6))
4 7 10 11	1	(11*(4*7))-10
4 8 9 10	1	10+(4*(8*9))
6 6 8 10	1	10+(6*(6*8))
9 12 13 13	1	12+(13*(13+9))
10 11 12 13	1	10+((11+13)*12)
10 12 12 12	1	10+(12*(12+12))
10 12 12 13	1	((10+12)*13)+12
11 11 12 13	1	((11+11)*13)+12
11 12 13 13	1	(11*(13+13))+12
