1 2 9 13	1	1+(13*(2*9))	
1 3 6 13	1	1+(13*(3*6))	
1 4 5 12	1	((12*4)-1)*5	
1 5 6 8	1	5*((6*8)-1)	
1 5 13 13	1	1+(13*(13+5))	
1 6 12 13	1	1+((12+6)*13)	
1 7 11 13	1	1+((11+7)*13)	
1 8 10 13	1	1+((10+8)*13)	
1 9 9 13	1	1+(13*(9+9))	
1 9 13 13	1	1+((13+13)*9)	
2 5 5 9	1	(2+(5*9))*5	
2 5 7 7	1	5*((7*7)-2)	
2 5 10 12	1	(10*(12*2))-5	
2 7 11 11	1	(11*(11*2))-7	
3 4 5 11	1	((11*4)+3)*5	
3 4 7 11	1	(11*(3*7))+4	
3 5 5 10	1	((10*5)-3)*5	
3 5 8 10	1	(10*(3*8))-5	
3 5 8 13	1	((13*3)+8)*5	
3 5 11 12	1	(11+(12*3))*5	
3 8 9 9	1	(3*(9*9))-8	
4 5 5 12	1	(12*(4*5))-5	
4 5 5 13	1	((13*4)-5)*5	
4 5 6 10	1	(10*(4*6))-5	
4 5 7 10	1	((10*4)+7)*5	
4 5 9 11	1	(11+(4*9))*5	
4 7 8 11	1	11+(4*(7*8))	
4 8 11 13	1	(11*(13+8))+4	
4 9 11 12	1	(11*(12+9))+4	
4 10 11 11	1	((10+11)*11)+4	
5 5 6 7	1	5*(5+(6*7))	
5 5 6 8	1	(5*(6*8))-5	
5 5 7 8	1	5*((5*8)+7)	
5 5 7 12	1	(12+(5*7))*5	
5 5 8 11	1	((11*5)-8)*5	
5 5 9 10	1	10+(5*(5*9))	
5 5 12 13	1	((12*5)-13)*5	
5 6 6 11	1	(11+(6*6))*5	
5 6 7 9	1	5*((6*9)-7)	
5 6 10 13	1	((10*6)-13)*5	
5 7 7 10	1	(5*(7*7))-10	
5 7 8 9	1	5*((7*8)-9)	
5 7 12 13	1	(12*(13+7))-5	
5 8 12 12	1	(12*(12+8))-5	
5 9 11 12	1	((11+9)*12)-5	
5 10 10 12	1	((10+10)*12)-5	
5 10 10 13	1	(10*(10+13))+5	
5 10 11 12	1	(10*(11+12))+5	
5 10 11 13	1	(10*(11+13))-5	
5 10 12 12	1	(10*(12+12))-5	
6 7 12 13	1	(12*(13+6))+7	
6 11 13 13	1	(11*6)+(13*13)	
6 12 13 13	1	(13*(13+6))-12	
7 7 12 12	1	(12*(12+7))+7	
7 8 11 12	1	((11+8)*12)+7	
7 9 10 12	1	((10+9)*12)+7	
7 9 11 13	1	(11*(13+9))-7	
7 10 11 12	1	((10+12)*11)-7	
7 11 11 11	1	(11*(11+11))-7	
7 12 12 13	2	((12+7)*13)-12	(12*12)+(13*7)
8 11 12 13	1	((11+8)*13)-12	
9 10 12 13	2	((10+9)*13)-12	10+((12+13)*9)
