0 10 11 13	1	0+((10+13)*11)		
0 11 11 12	1	0+(11*(11+12))		
1 2 11 11	1	(1+(11*2))*11		
1 2 11 12	1	11*((12*2)-1)		
1 3 7 12	1	1+(12*(3*7))		
1 3 8 11	1	11*((3*8)-1)		
1 4 6 11	1	11*((4*6)-1)		
1 4 7 9	1	1+(4*(7*9))		
1 6 6 7	1	1+(6*(6*7))		
1 8 12 13	1	1+(12*(13+8))		
1 9 11 13	1	(1+(13+9))*11		
1 9 12 12	1	1+(12*(12+9))		
1 10 10 13	1	(1+10)*(10+13)		
1 10 11 12	3	1+((10+11)*12)	(1+10)*(11+12)	(1+(10+12))*11
1 10 11 13	1	1*((10+13)*11)		
1 10 12 13	1	(10+13)*(12-1)		
1 11 11 11	1	(1+(11+11))*11		
1 11 11 12	1	1*(11*(11+12))		
1 11 11 13	1	11*((11+13)-1)		
1 11 12 12	2	(11+12)*(12-1)	11*((12+12)-1)	
2 3 7 11	1	11*(2+(3*7))		
2 3 10 11	1	((10*2)+3)*11		
2 3 11 13	1	11*((13*2)-3)		
2 5 5 11	1	11*((5*5)-2)		
2 5 9 11	1	11*((2*9)+5)		
2 5 11 13	1	11*(13+(2*5))		
2 6 11 11	1	11*(11+(2*6))		
2 7 8 11	1	11*((2*8)+7)		
2 7 9 11	1	11*((2*7)+9)		
2 7 10 13	1	(10*(13*2))-7		
2 8 11 13	1	11*(13+(2+8))		
2 9 10 13	1	(10+13)*(2+9)		
2 9 11 12	2	(11+12)*(2+9)	11*(12+(2+9))	
2 10 11 11	1	(10+(11+2))*11		
2 10 12 13	1	(10*(12*2))+13		
2 10 13 13	1	(10+13)*(13-2)		
2 11 11 11	1	11+(11*(11*2))		
2 11 11 12	1	(11*(12*2))-11		
2 11 12 13	2	11*((12+13)-2)	(11+12)*(13-2)	
3 4 5 11	1	11*(3+(4*5))		
3 4 8 8	1	(4*(8*8))-3		
3 4 9 11	1	11*((3*9)-4)		
3 4 11 11	1	11*(11+(3*4))		
3 5 5 10	1	(10*(5*5))+3		
3 5 6 11	1	11*((3*6)+5)		
3 5 8 11	1	11*((3*5)+8)		
3 7 10 11	1	((10*3)-7)*11		
3 7 11 13	1	11*(13+(3+7))		
3 8 10 13	2	(10+13)*(3+8)	(10*(3*8))+13	
3 8 11 11	1	(11*(3*8))-11		
3 8 11 12	2	(11+12)*(3+8)	11*(12+(3+8))	
3 9 9 10	1	10+(3*(9*9))		
3 9 11 11	1	11*(11+(3+9))		
3 10 10 11	1	(10+(10+3))*11		
3 10 11 11	1	11*((11*3)-10)		
3 10 12 13	1	(10*(12+13))+3		
3 11 12 13	1	11*((12*3)-13)		
3 11 13 13	1	11*((13+13)-3)		
4 4 7 11	1	11*((4*4)+7)		
4 5 7 11	1	11*((4*7)-5)		
4 5 7 13	1	(13*(4*5))-7		
4 5 12 13	1	(12*(4*5))+13		
4 6 10 13	1	(10*(4*6))+13		
4 6 11 11	1	(11*(4*6))-11		
4 6 11 13	1	11*(13+(4+6))		
4 7 10 13	1	(10+13)*(4+7)		
4 7 11 12	2	(11+12)*(4+7)	11*(12+(4+7))	
4 8 9 11	1	11*((4*8)-9)		
4 8 11 11	1	11*(11+(4+8))		
4 9 10 11	1	(10+(4+9))*11		
4 9 11 13	1	11*((4*9)-13)		
5 5 11 13	1	11*(13+(5+5))		
5 6 7 11	1	11*((5*6)-7)		
5 6 8 13	1	13+(5*(6*8))		
5 6 10 13	1	(10+13)*(5+6)		
5 6 11 12	2	(11+12)*(5+6)	11*(12+(5+6))	
5 7 7 8	1	(5*(7*7))+8		
5 7 11 11	1	11*(11+(5+7))		
5 7 11 12	1	11*((5*7)-12)		
5 8 10 11	1	(10+(5+8))*11		
5 9 9 11	1	11*(5+(9+9))		
6 6 11 11	1	11*(11+(6+6))		
6 6 11 13	1	11*((6*6)-13)		
6 6 13 13	1	(13*(13+6))+6		
6 7 10 11	1	(10+(6+7))*11		
6 7 12 13	1	((12+7)*13)+6		
6 8 9 11	1	11*(6+(8+9))		
6 8 11 13	1	((11+8)*13)+6		
6 9 10 13	1	((10+9)*13)+6		
7 7 9 11	1	11*(7+(7+9))		
7 7 13 13	1	(13*(13+7))-7		
7 8 8 11	1	11*(7+(8+8))		
7 8 12 13	1	((12+8)*13)-7		
7 9 11 13	1	((11+9)*13)-7		
7 10 10 13	1	((10+10)*13)-7		
7 10 13 13	1	(10*(13+13))-7		
7 12 13 13	2	(12*7)+(13*13)	(12*(13+7))+13	
8 12 12 13	1	(12*(12+8))+13		
9 11 11 13	1	11+(11*(13+9))		
9 11 12 13	2	((11+9)*12)+13	(12*(13+9))-11	
10 10 12 13	1	((10+10)*12)+13		
10 11 11 12	1	((10+12)*11)+11		
10 11 11 13	1	(10*11)+(11*13)		
10 11 12 12	1	((10+12)*12)-11		
10 11 13 13	1	(10*(11+13))+13		
10 12 12 13	1	(10*(12+12))+13		
11 11 11 11	1	11+(11*(11+11))		
11 11 11 12	2	((11+11)*12)-11	(11*11)+(11*12)	
11 11 11 13	1	(11*(11+13))-11		
11 11 12 12	1	(11*(12+12))-11		
