1 2 11 13	1	1+(11*(13*2))		
1 2 12 12	1	(12*(12*2))-1		
1 3 8 12	1	(12*(3*8))-1		
1 4 6 12	1	(12*(4*6))-1		
1 4 7 10	1	(1+(10*4))*7		
1 4 8 9	1	(4*(8*9))-1		
1 5 7 8	1	(1+(5*8))*7		
1 6 6 8	1	(6*(6*8))-1		
1 6 7 7	1	((6*7)-1)*7		
1 9 13 13	1	1+(13*(13+9))		
1 10 12 13	1	1+((10+12)*13)		
1 11 11 13	1	1+((11+11)*13)		
1 11 12 13	1	((11+13)*12)-1		
1 11 13 13	1	1+(11*(13+13))		
1 12 12 12	1	(12*(12+12))-1		
2 3 7 13	1	((13*3)+2)*7		
3 4 7 11	1	((11*4)-3)*7		
3 5 7 12	1	((12*3)+5)*7		
3 7 8 11	1	((11*3)+8)*7		
3 7 10 11	1	((10*3)+11)*7		
3 9 10 11	1	(11*(3*9))-10		
3 10 10 13	1	(10*(10*3))-13		
4 5 7 9	2	((5*9)-4)*7	((4*9)+5)*7	
4 7 7 10	1	(10*(4*7))+7		
4 7 7 12	1	((12*4)-7)*7		
4 7 7 13	1	(13+(4*7))*7		
4 7 8 9	1	((4*8)+9)*7		
4 7 11 13	1	((13*4)-11)*7		
5 5 11 12	1	(11*(5*5))+12		
5 5 12 13	1	(12*(5*5))-13		
5 6 6 7	1	(5+(6*6))*7		
5 6 7 7	1	((5*7)+6)*7		
5 6 7 11	1	(11+(5*6))*7		
5 6 10 13	1	(10*(5*6))-13		
5 7 7 8	1	(5*(7*8))+7		
5 7 9 10	1	((10*5)-9)*7		
6 7 7 7	1	(6*(7*7))-7		
6 7 7 8	1	((6*8)-7)*7		
6 7 9 13	1	((6*9)-13)*7		
7 7 7 8	1	7*((7*7)-8)		
10 11 12 13	1	((10+13)*12)+11		
10 12 13 13	1	((10+13)*13)-12		
11 11 12 12	1	11+((11+12)*12)		
11 12 12 13	3	((11+12)*13)-12	(11*(12+13))+12	(11*13)+(12*12)
12 12 13 13	1	(12*(12+13))-13		
