1 6 12 13	1	1+(12*(13+6))	
1 7 12 12	1	1+(12*(12+7))	
1 8 11 12	1	1+((11+8)*12)	
1 9 10 12	1	1+((10+9)*12)	
1 10 10 13	1	(10*(10+13))-1	
1 10 11 12	1	(10*(11+12))-1	
2 3 7 11	1	(11*(3*7))-2	
2 5 9 13	1	(13*(2*9))-5	
2 8 11 13	1	(11*(13+8))-2	
2 9 10 11	1	(10*(11*2))+9	
2 9 11 12	1	(11*(12+9))-2	
2 9 12 13	1	(12*(2*9))+13	
2 10 11 11	1	((10+11)*11)-2	
2 10 11 12	1	(10*(12*2))-11	
2 11 11 13	1	(11*(11*2))-13	
3 5 6 13	1	(13*(3*6))-5	
3 6 12 13	1	(12*(3*6))+13	
3 8 9 13	1	13+(3*(8*9))	
3 8 10 11	1	(10*(3*8))-11	
4 5 5 9	1	4+(5*(5*9))	
4 5 7 8	1	(4*(7*8))+5	
4 5 9 11	1	(11*(4*5))+9	
4 5 11 12	1	(12*(4*5))-11	
4 6 9 13	1	13+(4*(6*9))	
4 6 10 11	1	(10*(4*6))-11	
4 8 13 13	1	(13*(13+4))+8	
4 9 12 13	1	((12+13)*9)+4	
5 5 13 13	1	(13*(13+5))-5	
5 6 8 11	1	(5*(6*8))-11	
5 6 12 13	1	((12+6)*13)-5	
5 7 11 13	1	((11+7)*13)-5	
5 8 10 13	1	((10+8)*13)-5	
5 8 12 13	1	((12+5)*13)+8	
5 9 9 13	1	(13*(9+9))-5	
5 9 13 13	1	((13+13)*9)-5	
5 12 13 13	2	(12*5)+(13*13)	(12*(13+5))+13
6 6 6 13	1	13+(6*(6*6))	
6 8 11 13	1	((11+6)*13)+8	
6 10 13 13	1	(10*6)+(13*13)	
6 12 12 13	1	(12*(12+6))+13	
7 8 10 13	1	((10+7)*13)+8	
7 9 11 13	1	(11*(13+7))+9	
7 11 12 13	2	((11+7)*12)+13	(12*(13+7))-11
8 8 9 13	1	(13*(8+9))+8	
8 9 11 12	1	(11*(12+8))+9	
8 10 12 13	1	((10+8)*12)+13	
8 11 12 12	1	(12*(12+8))-11	
9 9 10 13	1	(10*(13+9))+9	
9 9 11 11	1	(11*(11+9))+9	
9 9 12 13	1	(12*(9+9))+13	
9 10 10 11	1	((10+10)*11)+9	
9 10 10 12	1	(10*(10+12))+9	
9 10 11 11	1	(10*(11+11))+9	
9 10 11 13	1	(10*13)+(11*9)	
9 11 11 12	2	((11+9)*12)-11	(11*11)+(12*9)
9 11 13 13	2	((11+13)*9)+13	(11*(13+9))-13
9 12 12 13	1	((12+12)*9)+13	
10 10 11 12	1	((10+10)*12)-11	
10 11 11 13	1	(10*(11+13))-11	
10 11 12 12	1	(10*(12+12))-11	
10 11 12 13	1	((10+12)*11)-13	
11 11 11 13	1	(11*(11+11))-13	
