0 2 10 13	1	0+(10*(13*2))		
0 4 5 13	1	0+(13*(4*5))		
0 7 13 13	1	0+(13*(13+7))		
0 8 12 13	1	0+((12+8)*13)		
0 9 11 13	1	0+((11+9)*13)		
0 10 10 13	1	0+((10+10)*13)		
0 10 13 13	1	0+(10*(13+13))		
1 1 10 13	1	(1+1)*(10*13)		
1 2 9 13	1	(1+9)*(13*2)		
1 2 10 12	1	(1+12)*(10*2)		
1 2 10 13	1	1*(10*(13*2))		
1 2 11 13	1	(11-1)*(13*2)		
1 3 5 13	1	(1+3)*(13*5)		
1 3 7 13	1	13*((3*7)-1)		
1 3 9 10	1	10*((3*9)-1)		
1 3 10 13	1	10*(13*(3-1))		
1 4 4 13	1	(1+4)*(13*4)		
1 4 5 12	1	(1+12)*(4*5)		
1 4 5 13	1	1*(13*(4*5))		
1 4 6 11	1	((11*6)-1)*4		
1 4 6 13	1	13*(4*(6-1))		
1 4 8 8	1	(1+(8*8))*4		
1 5 5 10	1	(1+(5*5))*10		
1 5 5 13	1	13*(5*(5-1))		
1 6 13 13	1	(1+(13+6))*13		
1 7 12 13	2	(1+(12+7))*13	(1+12)*(13+7)	
1 7 13 13	1	1*(13*(13+7))		
1 8 11 13	1	(1+(11+8))*13		
1 8 12 12	1	(1+12)*(12+8)		
1 8 12 13	1	1*((12+8)*13)		
1 8 13 13	1	13*((13+8)-1)		
1 9 10 13	1	(1+(10+9))*13		
1 9 11 12	1	(1+12)*(11+9)		
1 9 11 13	1	1*((11+9)*13)		
1 9 12 13	1	((12+9)-1)*13		
1 9 13 13	1	(1+9)*(13+13)		
1 10 10 12	1	(1+12)*(10+10)		
1 10 10 13	1	1*((10+10)*13)		
1 10 11 13	1	((10+11)-1)*13		
1 10 12 13	1	(1+(12+13))*10		
1 10 13 13	1	1*(10*(13+13))		
1 11 13 13	1	(11-1)*(13+13)		
2 2 5 13	2	13*((2+2)*5)	13*(2*(2*5))	
2 2 8 13	1	13*(2*(2+8))		
2 2 9 13	1	13*(2+(2*9))		
2 2 10 11	1	10*((11+2)*2)		
2 2 10 12	1	10*((12*2)+2)		
2 2 11 12	1	((11*12)-2)*2		
2 2 11 13	1	((11*2)-2)*13		
2 2 12 13	1	(12-2)*(13*2)		
2 3 4 13	1	13*((2+3)*4)		
2 3 6 13	1	13*(2+(3*6))		
2 3 7 13	1	13*(2*(3+7))		
2 3 8 10	1	10*(2+(3*8))		
2 3 10 10	1	10*((10+3)*2)		
2 3 13 13	1	13*((13-3)*2)		
2 4 5 11	1	(11+2)*(4*5)		
2 4 6 10	1	10*(2+(4*6))		
2 4 6 13	1	13*(2*(4+6))		
2 4 7 9	1	(2+(7*9))*4		
2 4 7 10	1	10*((4*7)-2)		
2 4 7 13	1	13*(4*(7-2))		
2 4 8 13	1	13*((2*8)+4)		
2 4 9 10	1	10*(2*(4+9))		
2 4 10 11	1	10*((11*2)+4)		
2 4 10 13	2	10*(13*(4-2))	(10*(13*4))/2	
2 4 11 12	1	(11*(12*2))-4		
2 4 12 13	2	(12+(2*4))*13	((12*2)-4)*13	
2 5 5 10	1	((10*5)+2)*5		
2 5 5 13	1	13*(2*(5+5))		
2 5 6 9	1	5*((6*9)-2)		
2 5 6 13	1	13*(5*(6-2))		
2 5 8 10	1	10*(2*(5+8))		
2 5 8 13	1	(13*(5*8))/2		
2 5 10 13	1	(10+(2*5))*13		
2 5 13 13	2	13*(13+(2+5))	(13+13)*(2*5)	
2 6 7 10	1	10*(2*(6+7))		
2 6 7 13	1	13*((2*7)+6)		
2 6 8 13	1	13*((2*6)+8)		
2 6 10 10	1	10*((10*2)+6)		
2 6 12 13	1	(12+(2+6))*13		
2 6 13 13	1	13*((13*2)-6)		
2 7 10 12	1	10*(12+(2*7))		
2 7 11 13	2	(11+(2+7))*13	(11+2)*(13+7)	
2 8 9 10	1	10*((2*9)+8)		
2 8 10 10	1	10*(10+(2*8))		
2 8 10 13	1	(10+(2+8))*13		
2 8 11 12	1	(11+2)*(12+8)		
2 8 13 13	1	(13+13)*(2+8)		
2 9 9 13	1	13*(2+(9+9))		
2 9 11 11	2	((11*11)+9)*2	(11+2)*(11+9)	
2 9 13 13	2	13*((13+9)-2)	(13+(13*9))*2	
2 10 10 11	1	(10+10)*(11+2)		
2 10 10 12	1	(10+(10*12))*2		
2 10 11 13	1	10*(11+(13+2))		
2 10 12 12	1	10*(12+(12+2))		
2 10 12 13	1	((10+12)-2)*13		
2 11 11 13	1	((11+11)-2)*13		
2 11 13 13	1	((11*13)-13)*2		
2 12 13 13	1	(12-2)*(13+13)		
3 3 11 13	1	(11+(3*3))*13		
3 4 5 10	1	(10+3)*(4*5)		
3 4 8 11	1	(11*(3*8))-4		
3 4 8 13	3	13*((3*4)+8)	13*(4*(8-3))	13*((3*8)-4)
3 4 10 10	1	10*((10*3)-4)		
3 4 13 13	1	13*(13+(3+4))		
3 5 5 11	1	((11*5)-3)*5		
3 5 5 13	1	13*((3*5)+5)		
3 5 7 7	1	(3+(7*7))*5		
3 5 7 10	1	10*((3*7)+5)		
3 5 7 13	1	13*(5*(7-3))		
3 5 10 11	1	10*(11+(3*5))		
3 5 10 13	1	10*(13*(5-3))		
3 5 12 13	2	(12+(3+5))*13	(12*(13*5))/3	
3 5 13 13	1	(13+(13*3))*5		
3 6 8 10	1	10*((3*6)+8)		
3 6 10 13	1	(10*(13*6))/3		
3 6 11 13	1	(11+(3+6))*13		
3 7 8 12	1	(12*(3*7))+8		
3 7 9 13	1	13*((3*9)-7)		
3 7 10 11	1	10*((11*3)-7)		
3 7 10 13	2	(10+(3+7))*13	(10+3)*(13+7)	
3 7 13 13	2	(13+13)*(3+7)	(13*(3*7))-13	
3 8 9 13	1	13*(3+(8+9))		
3 8 10 12	1	(10+3)*(12+8)		
3 9 10 10	1	(10*(3*9))-10		
3 9 10 11	1	(10+3)*(11+9)		
3 10 10 10	1	(10+10)*(10+3)		
3 10 10 12	1	10*((12*3)-10)		
3 10 10 13	2	((10*3)-10)*13	10*(10+(13+3))	
3 10 11 12	1	10*(11+(12+3))		
3 10 13 13	2	((10+13)-3)*13	10*((13*3)-13)	
3 11 12 13	1	((11+12)-3)*13		
3 11 13 13	1	((11*3)-13)*13		
3 13 13 13	1	(13+13)*(13-3)		
4 4 4 13	1	13*(4+(4*4))		
4 4 5 9	1	4*((4+9)*5)		
4 4 5 12	1	((12*4)+4)*5		
4 4 6 11	1	(11*(4*6))-4		
4 4 6 13	1	13*((4*6)-4)		
4 4 8 8	1	4+(4*(8*8))		
