2 3 11 13	1	(11*(13*2))-3
2 5 12 12	1	(12*(12*2))-5
3 4 7 10	1	(10*(4*7))+3
3 5 7 8	1	3+(5*(7*8))
3 5 8 12	1	(12*(3*8))-5
3 7 10 13	1	10+(13*(3*7))
3 9 10 13	1	(10*(3*9))+13
3 9 13 13	1	(13*(13+9))-3
3 10 12 13	1	((10+12)*13)-3
3 11 11 13	1	((11+11)*13)-3
3 11 13 13	1	(11*(13+13))-3
4 5 6 12	1	(12*(4*6))-5
4 5 8 9	1	(4*(8*9))-5
5 5 8 11	1	(11*(5*5))+8
5 6 6 8	1	(6*(6*8))-5
5 6 9 13	1	13+(5*(6*9))
5 11 12 13	1	((11+13)*12)-5
5 12 12 12	1	(12*(12+12))-5
6 7 7 11	1	(6*(7*7))-11
7 10 12 13	1	((10+13)*12)+7
7 11 12 12	1	((11+12)*12)+7
8 10 13 13	1	10+(13*(13+8))
8 11 12 13	1	(11*(12+13))+8
9 10 12 13	1	10+((12+9)*13)
10 10 11 13	1	10+((10+11)*13)
