1 2 10 10	1	(1+(10*10))*2		
2 2 9 11	1	((11*9)+2)*2		
2 2 10 10	1	(10*(10*2))+2		
2 3 8 13	1	((13*8)-3)*2		
2 4 5 10	1	(10*(4*5))+2		
2 4 9 11	1	(11*(2*9))+4		
2 4 12 13	1	(12*(13+4))-2		
2 5 5 8	1	2+(5*(5*8))		
2 5 8 12	1	((12*8)+5)*2		
2 5 12 12	1	(12*(12+5))-2		
2 6 8 13	1	(13*(2*8))-6		
2 6 11 12	1	((11+6)*12)-2		
2 7 9 12	1	((12*9)-7)*2		
2 7 10 12	1	((10+7)*12)-2		
2 7 10 13	2	(10*(13+7))+2	(10+(13*7))*2	
2 7 13 13	1	(13*(13+2))+7		
2 8 9 12	1	(12*(8+9))-2		
2 8 10 12	2	(10*(12+8))+2	10+(12*(2*8))	
2 8 11 13	1	((11*8)+13)*2		
2 8 12 13	1	((12+13)*8)+2		
2 9 10 11	3	((10*11)-9)*2	((10*9)+11)*2	(10*(11+9))+2
2 10 10 10	1	(10*(10+10))+2		
3 4 6 11	1	(11*(3*6))+4		
3 5 7 13	1	(13*(3*5))+7		
3 6 13 13	1	(13*(13+3))-6		
3 7 8 10	1	(10*(3*7))-8		
3 7 9 13	1	13+(3*(7*9))		
3 7 12 13	1	((12+3)*13)+7		
3 8 8 10	1	10+(3*(8*8))		
3 10 12 13	1	10+(12*(13+3))		
3 11 13 13	1	(11*3)+(13*13)		
4 4 6 13	1	(13*(4*4))-6		
4 4 10 12	1	10+(12*(4*4))		
4 5 11 13	1	(11*(13+5))+4		
4 6 7 7	1	(4*(7*7))+6		
4 6 8 10	1	10+(4*(6*8))		
4 6 11 12	1	(11*(12+6))+4		
4 6 12 13	1	((12+4)*13)-6		
4 7 11 11	1	(11*(11+7))+4		
4 7 11 13	1	((11+4)*13)+7		
4 8 10 11	1	((10+8)*11)+4		
4 9 9 11	1	(11*(9+9))+4		
4 9 9 13	1	((13+9)*9)+4		
4 9 10 12	1	((10+12)*9)+4		
4 9 11 11	1	((11+11)*9)+4		
4 10 12 12	1	10+(12*(12+4))		
5 6 7 8	1	(5*(6*7))-8		
5 6 11 13	1	((11+5)*13)-6		
5 7 10 13	1	((10+5)*13)+7		
5 9 10 13	1	((10+13)*9)-5		
5 9 11 12	1	((11+12)*9)-5		
5 10 11 12	1	10+((11+5)*12)		
6 6 10 13	1	((10+6)*13)-6		
6 7 9 13	2	(13*(7+9))-6	(13*(6+9))+7	
6 7 11 13	1	(11*(13+6))-7		
6 8 8 13	1	(13*(8+8))-6		
6 8 13 13	1	((13+13)*8)-6		
6 10 10 12	1	10+((10+6)*12)		
6 10 12 13	2	(10*13)+(12*6)	(10*(13+6))+12	
7 7 8 13	1	(13*(7+8))+7		
7 7 11 12	1	(11*(12+7))-7		
7 8 11 11	1	(11*(11+8))-7		
7 9 10 11	1	((10+9)*11)-7		
7 9 10 12	1	10+(12*(7+9))		
7 10 11 12	1	(10*7)+(11*12)		
7 10 12 12	1	(10*(12+7))+12		
8 8 10 12	1	10+(12*(8+8))		
8 8 10 13	1	(10*(13+8))-8		
8 9 10 12	1	(10*(12+9))-8		
8 9 10 13	1	(10*13)+(8*9)		
8 9 13 13	1	13+((13+8)*9)		
8 10 10 11	1	(10*(10+11))-8		
8 10 11 12	1	(10*(11+8))+12		
8 10 11 13	1	10+((11+13)*8)		
8 10 12 12	1	10+((12+12)*8)		
9 9 11 11	1	(11*11)+(9*9)		
9 9 12 13	1	((12+9)*9)+13		
9 10 10 12	1	(10*(10+9))+12		
9 10 11 13	1	((10+11)*9)+13		
