1 3 9 13	1	((13*9)-1)*3
1 3 10 12	1	((10*3)-1)*12
1 4 7 12	1	(1+(4*7))*12
1 4 8 11	1	((11*8)-1)*4
1 5 6 12	1	12*((5*6)-1)
2 3 9 12	1	12*(2+(3*9))
2 3 12 13	1	12*((13*2)+3)
2 5 6 12	1	((12*5)-2)*6
2 5 7 10	1	(10*(5*7))-2
2 5 12 12	1	12*((12*2)+5)
2 5 13 13	1	((13*13)+5)*2
2 6 6 10	1	((10*6)-2)*6
2 6 7 8	1	(2+(7*8))*6
2 7 11 12	1	((11*2)+7)*12
2 8 12 13	1	12*(13+(2*8))
2 9 10 12	1	((10*2)+9)*12
2 9 11 12	1	(11+(2*9))*12
2 10 13 13	1	10+(13*(13*2))
3 3 9 13	1	(13*(3*9))-3
3 4 7 12	1	((12*7)+3)*4
3 4 8 12	1	12*((4*8)-3)
3 4 9 10	1	((10*9)-3)*4
3 4 10 12	1	((10*12)-4)*3
3 4 11 12	1	((11*3)-4)*12
3 5 6 11	1	((11*5)+3)*6
3 5 8 12	1	12*((3*8)+5)
3 5 11 11	1	((11*11)-5)*3
3 6 10 11	1	((10*11)+6)*3
3 6 11 12	1	(11+(3*6))*12
3 7 8 12	1	12*((3*7)+8)
3 7 12 12	1	12*((12*3)-7)
3 8 9 12	1	((12*9)+8)*3
3 8 12 13	1	(12+(13*8))*3
3 10 12 12	1	(10*(12*3))-12
3 10 12 13	1	12*((13*3)-10)
3 12 13 13	1	12*(13+(13+3))
4 4 7 13	1	((13*7)-4)*4
4 4 8 11	1	(11*(4*8))-4
4 4 12 13	1	12*(13+(4*4))
4 5 5 12	1	12*(4+(5*5))
4 5 6 12	1	12*((4*6)+5)
4 5 9 12	1	12*((4*5)+9)
4 6 6 9	1	(4+(6*9))*6
4 6 6 13	1	((13*4)+6)*6
4 6 9 9	1	4*(6+(9*9))
4 6 9 13	1	((13*6)+9)*4
4 6 10 12	1	(10+(12*4))*6
4 7 8 10	1	((10*8)+7)*4
4 7 9 12	1	12*((4*9)-7)
4 7 10 11	1	(10+(11*7))*4
4 7 12 12	1	12+(12*(4*7))
4 8 9 12	1	((12*8)-9)*4
4 9 10 12	1	(10*(4*9))-12
4 9 11 12	1	((11*9)-12)*4
4 10 10 13	1	((10*10)-13)*4
4 10 11 12	1	((10*4)-11)*12
4 12 12 13	1	12*(12+(13+4))
5 6 7 9	1	6*((7*9)-5)
5 6 7 12	1	12*((5*7)-6)
5 6 7 13	1	((13*5)-7)*6
5 6 8 10	1	((10*5)+8)*6
5 6 9 13	1	(13+(5*9))*6
5 6 12 12	1	(12*(5*6))-12
5 7 7 7	1	5+(7*(7*7))
5 8 9 12	1	(5*(8*9))-12
5 8 11 12	1	12*((5*8)-11)
5 11 12 13	1	(11+(13+5))*12
5 12 12 12	1	12*(12+(12+5))
6 6 7 12	1	12*((6*6)-7)
6 6 8 8	1	6*((8*8)-6)
6 6 8 10	1	(10+(6*8))*6
6 6 8 11	1	((11*6)-8)*6
6 6 10 12	1	(10*(6*6))-12
6 7 7 9	1	6*((7*7)+9)
6 7 8 12	1	12+(6*(7*8))
6 7 10 12	1	((10*7)-12)*6
6 7 12 13	1	12*((6*7)-13)
6 10 12 13	1	(10+(13+6))*12
6 11 12 12	1	(11+(12+6))*12
7 9 12 13	1	12*(13+(7+9))
7 10 12 12	1	(10+(12+7))*12
7 11 11 12	1	(11+(11+7))*12
8 8 12 13	1	12*(13+(8+8))
8 9 12 12	1	12*(12+(8+9))
8 10 11 12	1	(10+(11+8))*12
9 9 11 12	1	(11+(9+9))*12
9 10 10 12	1	(10+(10+9))*12
10 13 13 13	1	10+(13*(13+13))
