0 5 7 11	1	0+(11*(5*7))	
1 3 11 12	1	11*((12*3)-1)	
1 4 7 11	1	(1+4)*(11*7)	
1 4 8 12	1	1+(12*(4*8))	
1 4 9 11	1	11*((4*9)-1)	
1 5 6 11	1	(1+6)*(11*5)	
1 5 6 13	1	((13*6)-1)*5	
1 5 7 10	1	(1+10)*(5*7)	
1 5 7 11	1	1*(11*(5*7))	
1 5 7 12	1	(12-1)*(5*7)	
1 5 8 11	1	11*(5*(8-1))	
1 6 6 11	1	11*((6*6)-1)	
1 6 7 9	1	(1+(6*9))*7	
1 6 7 11	1	11*((6-1)*7)	
1 6 8 8	1	1+(6*(8*8))	
1 7 7 8	1	7*((7*8)-1)	
2 3 7 11	1	11*((2+3)*7)	
2 3 11 11	1	11*((11*3)+2)	
2 5 5 11	1	11*((2+5)*5)	
2 5 7 9	1	(2+9)*(5*7)	
2 5 7 13	1	(13-2)*(5*7)	
2 5 9 11	1	11*(5*(9-2))	
2 7 7 11	1	11*(7*(7-2))	
2 7 10 11	1	(10*(11*7))/2	
2 9 11 13	1	11*((13*2)+9)	
2 11 11 12	1	11*(11+(12*2))	
2 11 11 13	1	11*((11*2)+13)	
3 4 5 11	1	11*((3+4)*5)	
3 4 7 13	1	((13*4)+3)*7	
3 4 8 11	1	11*(3+(4*8))	
3 4 11 13	1	11*((13*3)-4)	
3 5 7 8	1	(3+8)*(5*7)	
3 5 8 10	1	((10*8)-3)*5	
3 5 10 11	2	(10-3)*(11*5)	((10*3)+5)*11
3 5 10 13	1	(10*(13*3))-5	
3 7 8 11	1	11*(7*(8-3))	
3 8 9 11	1	11*((3*9)+8)	
3 8 11 11	1	11*(11+(3*8))	
3 11 11 12	1	(11*(12*3))-11	
4 5 7 7	1	(4+7)*(5*7)	
4 5 9 9	1	5*((9*9)-4)	
4 5 10 11	1	((10*4)-5)*11	
4 5 11 11	1	11*((11-4)*5)	
4 6 11 11	1	11*(11+(4*6))	
4 7 7 11	1	11*((4*7)+7)	
4 7 7 12	1	((12*4)+7)*7	
4 7 9 11	1	11*(7*(9-4))	
4 7 11 11	1	(11+(11*4))*7	
4 9 11 11	2	(11*(4*9))-11	11*((11*4)-9)
4 11 12 13	1	11*((12*4)-13)	
5 5 6 7	1	5*((5+6)*7)	
5 5 6 11	1	11*(5+(5*6))	
5 5 6 12	1	((12*6)+5)*5	
5 5 6 13	1	(13*(5*6))-5	
5 5 7 10	1	((10*5)+5)*7	
5 5 7 12	1	((12*5)-5)*7	
5 5 8 9	1	5*(5+(8*9))	
5 5 8 11	1	11*((5*8)-5)	
5 5 10 11	1	(10+(5*5))*11	
5 5 11 12	1	11*((12-5)*5)	
5 5 12 13	1	(12+(13*5))*5	
5 6 7 10	1	((10*6)-5)*7	
5 6 11 11	1	(11+(11*6))*5	
5 6 11 13	1	11*((13-6)*5)	
5 7 7 10	1	((10*7)+7)*5	
5 7 7 12	1	((12*7)-7)*5	
5 7 9 10	1	(10+(5*9))*7	
5 7 10 11	1	(10-5)*(11*7)	
5 7 10 13	1	((13*5)-10)*7	
5 8 8 13	1	(13+(8*8))*5	
5 8 11 11	1	((11*8)-11)*5	
5 9 10 11	1	11*((5*9)-10)	
5 9 10 13	1	((10*9)-13)*5	
6 6 11 11	1	(11*(6*6))-11	
6 7 7 7	1	(6+(7*7))*7	
6 7 7 8	1	((6*8)+7)*7	
6 7 7 9	1	(6*(7*9))+7	
6 7 7 11	1	11*((6*7)-7)	
6 7 7 13	1	(13+(6*7))*7	
6 7 11 11	2	11*((11-6)*7)	((11*6)-11)*7
6 8 11 13	1	11*((6*8)-13)	
7 7 7 8	1	(7*(7*8))-7	
7 7 8 9	1	7*((7*9)-8)	
7 7 11 12	1	11*((12-7)*7)	
7 8 8 9	1	7*((8*8)-9)	
7 8 11 13	1	11*((13-8)*7)	
9 11 13 13	1	11*(13+(13+9))	
10 11 12 13	1	(10+(12+13))*11	
11 11 11 13	1	11*(11+(11+13))	
11 11 12 12	1	11*(11+(12+12))	
