1 3 10 13	1	((10*13)-1)*3
1 4 9 11	1	((11*4)-1)*9
1 6 7 9	1	(1+(6*7))*9
2 5 7 11	1	(11*(5*7))+2
2 5 9 9	1	((5*9)-2)*9
3 3 10 13	1	(10*(13*3))-3
3 3 11 12	1	((11*12)-3)*3
3 4 8 12	1	(12*(4*8))+3
3 4 9 10	1	((10*4)+3)*9
3 4 9 13	1	((13*3)+4)*9
3 5 6 13	1	(13*(5*6))-3
3 5 8 9	1	(3+(5*8))*9
3 6 8 8	1	3+(6*(8*8))
3 7 9 12	1	((12*3)+7)*9
3 8 11 11	1	((11*11)+8)*3
3 9 10 11	1	(10+(11*3))*9
3 9 10 12	1	((10*12)+9)*3
3 9 10 13	1	((10*3)+13)*9
3 9 11 12	1	(11*(12*3))-9
3 9 12 13	1	(12+(13*9))*3
4 5 9 12	1	((12*4)-5)*9
4 7 9 9	1	((4*9)+7)*9
4 8 9 11	1	(11+(4*8))*9
4 9 9 11	1	(11*(4*9))-9
4 9 9 13	1	((13*4)-9)*9
4 10 10 13	1	(10*(10*4))-13
5 6 8 9	1	((6*8)-5)*9
5 6 9 13	1	(13+(5*6))*9
5 7 7 8	1	(7*(7*8))-5
5 7 8 9	1	((5*7)+8)*9
5 7 9 10	1	((10*5)-7)*9
5 8 10 13	1	(10*(5*8))-13
5 9 11 12	1	((11*5)-12)*9
6 6 7 9	1	((6*6)+7)*9
6 6 9 11	1	(11*(6*6))-9
6 7 7 9	1	((7*7)-6)*9
6 7 9 9	1	(6*(7*9))+9
6 9 9 11	1	((6*9)-11)*9
7 8 9 13	1	((7*8)-13)*9
