1 3 9 13	1	(1+(13*9))*3
1 5 6 12	1	((12*5)-1)*6
1 6 6 10	1	((10*6)-1)*6
2 3 10 12	1	((10*12)-2)*3
2 4 8 11	1	(11*(4*8))+2
2 8 13 13	1	((13*13)+8)*2
3 3 9 13	1	(13*(3*9))+3
3 3 11 11	1	((11*11)-3)*3
3 6 7 8	1	(3+(7*8))*6
3 6 10 12	1	(10*(12*3))-6
3 8 10 11	1	((10*11)+8)*3
3 9 10 12	1	(10+(12*9))*3
3 9 11 11	1	(11*(11*3))-9
3 10 12 13	1	((10*13)-12)*3
4 5 6 11	1	((11*5)+4)*6
4 5 7 10	1	(10*(5*7))+4
4 6 7 9	1	6*((7*9)-4)
4 6 7 13	1	((13*4)+7)*6
4 6 9 10	1	(10*(4*9))-6
4 6 11 12	1	(11+(12*4))*6
4 7 10 13	1	(13*(4*7))-10
5 6 6 9	1	(5+(6*9))*6
5 6 6 12	1	(12*(5*6))-6
5 6 6 13	1	((13*5)-6)*6
5 6 8 8	1	6*((8*8)-5)
5 6 8 9	1	(5*(8*9))-6
5 6 9 10	1	((10*5)+9)*6
6 6 6 10	1	(10*(6*6))-6
6 6 7 11	1	((11*6)-7)*6
6 6 8 11	1	(11+(6*8))*6
6 6 12 13	1	((12*6)-13)*6
6 7 7 10	1	(10+(7*7))*6
6 7 10 11	1	((10*7)-11)*6
6 8 9 13	1	6*((8*9)-13)
7 7 7 11	1	11+(7*(7*7))
