0 5 7 9	1	0+(5*(7*9))	
1 3 8 13	1	(1+(13*8))*3	
1 3 9 12	1	((12*3)-1)*9	
1 4 7 9	1	(1+4)*(7*9)	
1 4 7 11	1	(1+(11*4))*7	
1 4 9 9	1	((4*9)-1)*9	
1 5 6 9	1	(1+6)*(5*9)	
1 5 7 8	1	(1+8)*(5*7)	
1 5 7 9	1	1*(5*(7*9))	
1 5 7 10	1	(10-1)*(5*7)	
1 5 8 8	1	5*((8*8)-1)	
1 5 8 9	1	5*((8-1)*9)	
1 6 6 9	1	((6*6)-1)*9	
1 6 7 9	1	(6-1)*(7*9)	
2 3 7 9	1	(2+3)*(7*9)	
2 3 7 13	1	(13+2)*(3*7)	
2 3 9 11	1	((11*3)+2)*9	
2 3 12 13	1	(12*(13*2))+3	
2 5 5 9	1	(2+5)*(5*9)	
2 5 5 13	1	((13*5)-2)*5	
2 5 7 7	1	(2+7)*(5*7)	
2 5 7 11	1	(11-2)*(5*7)	
2 5 9 9	1	5*(9*(9-2))	
2 7 7 9	1	7*((7-2)*9)	
2 7 9 10	1	(10*(7*9))/2	
2 8 13 13	1	(13+2)*(13+8)	
2 9 9 13	1	((13*2)+9)*9	
2 9 11 12	1	(11+(12*2))*9	
2 9 11 13	1	((11*2)+13)*9	
2 9 12 13	1	(12+9)*(13+2)	
2 10 11 13	1	(10+11)*(13+2)	
3 3 5 7	1	3*(3*(5*7))	
3 3 7 12	1	(12+3)*(3*7)	
3 3 8 13	1	(13*(3*8))+3	
3 3 9 12	1	((12*9)-3)*3	
3 4 5 9	1	(3+4)*(5*9)	
3 4 6 13	1	(13*(4*6))+3	
3 4 7 11	1	(11+4)*(3*7)	
3 4 7 12	1	((12*4)-3)*7	
3 4 8 9	1	(3+(4*8))*9	
3 4 9 13	1	((13*3)-4)*9	
3 5 5 12	1	((12*5)+3)*5	
3 5 6 7	1	(3+6)*(5*7)	
3 5 6 10	1	((10*6)+3)*5	
3 5 6 11	1	((11*6)-3)*5	
3 5 7 10	1	(10+5)*(3*7)	
3 5 7 12	1	(12-3)*(5*7)	
3 5 8 13	1	(13+8)*(3*5)	
3 5 9 10	2	(10-3)*(5*9)	((10*3)+5)*9
3 5 9 12	1	(12+9)*(3*5)	
3 5 10 10	1	((10*10)+5)*3	
3 5 10 11	2	((10*11)-5)*3	(10+11)*(3*5)
3 6 7 7	1	(3+(6*7))*7	
3 6 7 8	1	((6*8)-3)*7	
3 6 7 9	1	3*((6+9)*7)	
3 6 7 13	1	((13*3)+6)*7	
3 6 9 11	1	((11*9)+6)*3	
3 7 7 8	1	3*(7*(7+8))	
3 7 8 9	1	7*((8-3)*9)	
3 7 9 12	1	((12*3)+9)*7	
3 7 11 12	1	((11*3)+12)*7	
3 8 9 9	1	((3*9)+8)*9	
3 8 9 11	1	(11+(3*8))*9	
3 8 9 12	1	((12*8)+9)*3	
3 8 12 13	1	(12+3)*(13+8)	
3 9 9 12	1	(12*(3*9))-9	
3 9 12 12	1	(12+3)*(12+9)	
3 9 12 13	1	((13*9)-12)*3	
3 10 11 12	1	(10+11)*(12+3)	
3 11 13 13	1	((11+13)*13)+3	
3 12 12 13	1	((12+12)*13)+3	
3 12 13 13	1	(12*(13+13))+3	
