1 4 8 12	1	((12*4)-1)*8
1 6 8 8	1	((6*8)-1)*8
2 4 8 12	1	((12*8)-2)*4
2 5 8 9	1	(2+(5*9))*8
2 6 7 9	1	(6*(7*9))-2
2 7 7 8	1	((7*7)-2)*8
3 4 7 13	1	((13*7)+3)*4
3 4 8 11	1	((11*4)+3)*8
3 5 8 10	1	((10*5)-3)*8
3 8 8 13	1	((13*3)+8)*8
3 8 11 12	1	(11+(12*3))*8
3 11 11 13	1	(11*(11*3))+13
4 4 9 10	1	((10*9)+4)*4
4 5 8 13	1	((13*4)-5)*8
4 5 9 11	1	((11*9)-5)*4
4 6 8 11	1	((11*8)+6)*4
4 6 10 10	1	((10*10)-6)*4
4 7 8 10	1	((10*4)+7)*8
4 7 10 12	1	(10+(12*7))*4
4 7 12 13	1	12+(13*(4*7))
4 8 8 12	1	(12*(4*8))-8
4 8 9 11	1	(11+(4*9))*8
4 8 10 13	1	((13*8)-10)*4
4 9 9 13	1	(13+(9*9))*4
5 6 7 8	1	(5+(6*7))*8
5 7 8 8	1	((5*8)+7)*8
5 7 8 12	1	(12+(5*7))*8
5 7 9 11	1	(11*(5*7))-9
5 8 8 11	1	((11*5)-8)*8
5 8 12 13	1	((12*5)-13)*8
6 6 8 11	1	(11+(6*6))*8
6 7 8 9	1	((6*9)-7)*8
6 8 8 8	1	(6*(8*8))-8
6 8 10 13	1	((10*6)-13)*8
7 8 8 9	1	((7*8)-9)*8
