1 6 10 11	1	(1+(10*11))*6
2 6 9 12	1	((12*6)+2)*9
2 8 9 9	1	(2+(8*9))*9
3 6 9 12	1	((12*9)+3)*6
3 7 9 11	1	((11*7)-3)*9
4 6 9 13	1	((13*6)-4)*9
4 7 9 10	1	((10*7)+4)*9
4 10 13 13	1	(13*(13*4))-10
5 6 11 12	1	(11*(12*5))+6
5 9 9 13	1	((13*5)+9)*9
6 6 9 13	1	((13*9)-6)*6
6 6 10 11	1	(10*(11*6))+6
6 7 8 12	1	(12*(7*8))-6
6 7 8 13	1	((13*8)+7)*6
6 8 9 10	1	((10*8)-6)*9
6 8 9 11	1	((11*6)+8)*9
6 9 10 12	1	((10*12)-9)*6
6 9 11 12	1	((11*9)+12)*6
6 10 10 11	1	((10*10)+11)*6
6 10 11 11	1	((11*11)-10)*6
7 9 9 9	1	9*((9*9)-7)
7 9 9 11	1	(11+(7*9))*9
7 9 10 12	1	((12*7)-10)*9
8 8 9 10	1	(10+(8*8))*9
