0 7 9 11	1	0+(11*(7*9))
1 6 9 11	1	(1+6)*(11*9)
1 6 9 13	1	((13*6)-1)*9
1 7 8 11	1	(1+8)*(11*7)
1 7 9 10	1	(1+10)*(7*9)
1 7 9 11	1	1*(11*(7*9))
1 7 9 12	1	(12-1)*(7*9)
1 7 10 10	1	((10*10)-1)*7
1 7 10 11	1	(10-1)*(11*7)
1 8 8 11	1	11*((8*8)-1)
1 8 9 11	1	11*((8-1)*9)
2 5 9 11	1	11*((2+5)*9)
2 5 11 13	1	11*((13*5)-2)
2 7 7 11	1	11*((2+7)*7)
2 7 9 9	1	(2+9)*(7*9)
2 7 9 13	1	(13-2)*(7*9)
2 7 11 11	1	11*((11-2)*7)
2 9 9 11	1	11*(9*(9-2))
3 3 7 11	1	11*(3*(3*7))
3 4 9 11	1	11*((3+4)*9)
3 5 11 12	1	11*((12*5)+3)
3 6 7 11	1	11*((3+6)*7)
3 6 10 11	1	((10*6)+3)*11
3 6 11 11	1	11*((11*6)-3)
3 7 8 9	1	(3+8)*(7*9)
3 7 8 12	1	((12*8)+3)*7
3 7 11 12	1	11*((12-3)*7)
3 8 9 10	1	((10*8)-3)*9
3 8 11 13	1	11*((13+8)*3)
3 9 10 11	1	(10-3)*(11*9)
3 9 11 12	1	11*((12+9)*3)
3 10 11 11	1	(10+11)*(11*3)
4 5 7 11	1	11*((4+5)*7)
4 7 7 9	1	(4+7)*(7*9)
4 7 11 13	1	11*((13-4)*7)
4 9 9 9	1	9*((9*9)-4)
4 9 11 11	1	11*((11-4)*9)
4 11 11 13	1	11*(11+(13*4))
5 6 7 9	1	(5+6)*(7*9)
5 6 9 12	1	((12*6)+5)*9
5 7 8 13	1	((13*8)-5)*7
5 8 9 9	1	(5+(8*9))*9
5 8 11 11	1	11*((11*5)+8)
5 9 11 12	1	11*((12-5)*9)
5 9 12 13	1	(12+(13*5))*9
5 10 11 13	1	((10*5)+13)*11
6 9 9 11	1	11*((6*9)+9)
6 9 9 13	1	(13*(6*9))-9
6 9 11 11	1	(11+(11*6))*9
6 9 11 12	1	11*((12*6)-9)
6 9 11 13	1	11*((13-6)*9)
7 7 8 11	1	11*(7+(7*8))
7 7 8 13	1	((13*7)+8)*7
7 7 9 10	1	((10*7)+7)*9
7 7 9 12	1	((12*7)-7)*9
7 7 10 10	1	(10*(10*7))-7
7 7 10 11	1	((10*7)-7)*11
7 8 11 11	1	(11+(11*8))*7
7 9 9 10	1	((10*9)+9)*7
7 9 9 12	1	((12*9)-9)*7
7 10 11 11	1	((10*11)-11)*7
8 8 9 13	1	(13+(8*8))*9
8 8 11 11	1	(11*(8*8))-11
8 9 9 11	1	11*((8*9)-9)
8 9 11 11	1	((11*8)-11)*9
9 9 10 13	1	((10*9)-13)*9
