1 7 7 13	1	1+(13*(7*7))
2 5 11 12	1	11*((12*5)-2)
2 6 10 11	1	((10*6)-2)*11
2 7 8 11	1	11*(2+(7*8))
2 8 8 10	1	(10*(8*8))-2
3 5 11 11	1	11*((11*5)+3)
4 6 9 11	1	11*(4+(6*9))
4 6 11 13	1	11*((13*4)+6)
4 10 11 12	1	(10+(12*4))*11
5 7 9 11	1	11*((7*9)-5)
5 7 11 13	1	11*((13*5)-7)
5 8 10 11	1	((10*5)+8)*11
5 9 11 13	1	11*(13+(5*9))
5 10 12 13	1	(10*(13*5))-12
6 8 8 11	1	11*((8*8)-6)
6 8 10 11	1	(10+(6*8))*11
6 8 11 11	1	11*((11*6)-8)
6 9 10 12	1	(12*(6*9))-10
7 7 9 11	1	11*((7*7)+9)
7 8 9 10	1	(10*(7*9))+8
7 10 11 12	1	((10*7)-12)*11
8 9 9 10	1	(8*(9*9))-10
