1 4 12 13	1	(1+(13*4))*12
1 6 9 12	1	12*((6*9)-1)
1 7 7 13	1	(13*(7*7))-1
2 5 11 12	1	((11*5)-2)*12
2 6 8 13	1	((13*8)+2)*6
2 6 9 12	1	((12*9)-2)*6
3 4 12 13	1	((12*13)+3)*4
3 5 10 12	1	((10*5)+3)*12
3 7 8 12	1	12*((7*8)-3)
4 5 12 12	1	12*((12*4)+5)
4 6 10 11	1	((10*11)-4)*6
4 7 7 12	1	12*(4+(7*7))
4 8 8 10	1	(10*(8*8))-4
4 9 11 12	1	((11*4)+9)*12
4 10 12 13	1	((10*4)+13)*12
4 10 13 13	1	((13*13)-10)*4
4 12 12 13	1	12+(12*(13*4))
5 6 8 12	1	12*(5+(6*8))
5 7 12 12	1	12*((12*5)-7)
5 8 9 12	1	12*((5*9)+8)
5 8 12 13	1	12*(13+(5*8))
5 12 12 13	1	12*((13*5)-12)
6 6 10 10	1	((10*10)+6)*6
6 7 9 10	1	(10*(7*9))+6
6 7 9 11	1	((11*9)+7)*6
6 7 10 12	1	((10*6)-7)*12
6 7 11 12	1	(11+(6*7))*12
6 8 10 12	1	(10+(12*8))*6
6 8 12 13	1	12+(13*(6*8))
6 9 11 13	1	((13*9)-11)*6
6 9 12 12	1	(12*(6*9))-12
6 11 12 13	1	((11*6)-13)*12
7 9 10 12	1	12*((7*9)-10)
8 8 11 12	1	12*((8*8)-11)
8 9 9 12	1	(8*(9*9))-12
