1 6 8 11	1	((11*8)-1)*6
2 4 10 13	1	(10*(13*4))+2
2 5 8 13	1	(13*(5*8))+2
2 5 9 12	1	((12*5)-2)*9
2 6 9 10	1	((10*6)-2)*9
2 7 8 9	1	(2+(7*8))*9
3 5 9 11	1	((11*5)+3)*9
3 5 13 13	1	((13*13)+5)*3
3 6 7 12	1	((12*7)+3)*6
3 6 9 10	1	((10*9)-3)*6
4 6 7 13	1	((13*7)-4)*6
4 6 9 9	1	(4+(6*9))*9
4 6 9 13	1	((13*4)+6)*9
4 6 11 12	1	(11*(12*4))-6
4 9 10 12	1	(10+(12*4))*9
5 7 9 9	1	((7*9)-5)*9
5 7 9 13	1	((13*5)-7)*9
5 8 9 10	1	((10*5)+8)*9
5 9 9 13	1	(13+(5*9))*9
6 6 8 11	1	(11*(6*8))-6
6 6 9 9	1	6*(6+(9*9))
6 6 9 13	1	((13*6)+9)*6
6 7 8 10	1	((10*8)+7)*6
6 7 10 11	1	(10+(11*7))*6
6 8 8 9	1	((8*8)-6)*9
6 8 9 10	1	(10+(6*8))*9
6 8 9 11	1	((11*6)-8)*9
6 8 9 12	1	((12*8)-9)*6
6 9 11 12	1	((11*9)-12)*6
6 10 10 13	1	((10*10)-13)*6
7 7 9 9	1	((7*7)+9)*9
7 9 10 12	1	((10*7)-12)*9
8 8 8 10	1	10+(8*(8*8))
