1 7 9 9	1	((7*9)-1)*9
2 5 9 12	1	((12*5)+2)*9
2 6 7 13	1	((13*7)+2)*6
2 6 9 10	1	((10*6)+2)*9
2 7 8 10	1	(10*(7*8))-2
2 8 8 9	1	((8*8)-2)*9
3 5 9 13	1	((13*5)-3)*9
3 6 8 12	1	((12*8)-3)*6
3 6 9 10	1	((10*9)+3)*6
4 6 9 11	1	((11*6)-4)*9
4 9 10 13	1	(10+(13*4))*9
5 6 8 11	1	((11*8)+5)*6
5 7 9 11	1	((11*5)+7)*9
5 8 10 11	1	(10*(11*5))+8
5 9 10 12	1	((10*5)+12)*9
6 6 9 11	1	((11*9)-6)*6
6 7 8 9	1	(6+(7*8))*9
6 7 9 12	1	((12*7)+9)*6
6 7 10 10	1	((10*10)-7)*6
6 7 12 13	1	12+(13*(6*7))
6 8 9 9	1	((6*9)+8)*9
6 8 10 13	1	((10*8)+13)*6
6 8 11 13	1	((13*8)-11)*6
6 9 9 12	1	(12+(9*9))*6
6 9 10 12	1	((12*6)-10)*9
7 7 9 13	1	(13+(7*7))*9
7 8 9 10	1	((10*7)-8)*9
7 9 9 9	1	(7*(9*9))-9
8 9 9 10	1	((8*9)-10)*9
