1 4 11 13	1	((11*13)-1)*4
1 6 8 12	1	((12*6)-1)*8
1 7 8 10	1	(1+(10*7))*8
1 7 9 9	1	1+(7*(9*9))
1 8 8 9	1	8*((8*9)-1)
2 4 12 12	1	((12*12)-2)*4
4 4 11 13	1	(11*(13*4))-4
4 8 12 12	1	(12*(12*4))-8
4 10 11 12	1	(10+(11*12))*4
4 10 12 13	1	((10*13)+12)*4
5 6 8 11	1	((11*6)+5)*8
5 6 8 13	1	((13*5)+6)*8
5 8 11 12	1	(11+(12*5))*8
6 7 8 11	1	((11*7)-6)*8
6 7 8 13	1	((13*6)-7)*8
6 8 8 12	1	(12*(6*8))-8
6 8 10 11	1	((10*6)+11)*8
7 8 8 8	1	(7+(8*8))*8
7 8 8 9	1	((7*9)+8)*8
7 8 8 10	1	(10*(7*8))+8
7 8 12 13	1	((12*7)-13)*8
8 8 8 9	1	(8*(8*9))-8
8 8 9 10	1	((10*8)-9)*8
8 9 9 10	1	8*((9*9)-10)
