1 5 9 13	1	(1+(13*9))*5
1 5 10 12	1	10*((12*5)-1)
1 6 10 10	1	10*((10*6)-1)
2 5 10 12	1	((10*12)-2)*5
2 7 7 12	1	(12*(7*7))+2
3 5 11 11	1	((11*11)-3)*5
3 7 8 10	1	10*(3+(7*8))
4 5 10 11	1	10*((11*5)+4)
4 6 9 11	1	(11*(6*9))-4
4 7 9 10	1	10*((7*9)-4)
4 7 10 13	1	10*((13*4)+7)
4 10 11 12	1	10*(11+(12*4))
5 5 9 13	1	(13*(5*9))+5
5 6 9 10	1	10*(5+(6*9))
5 6 10 13	1	10*((13*5)-6)
5 8 8 10	1	10*((8*8)-5)
5 8 10 11	1	((10*11)+8)*5
5 9 10 10	1	10*((10*5)+9)
5 9 10 12	1	(10+(12*9))*5
5 10 10 12	1	(10*(12*5))-10
5 10 12 13	1	((10*13)-12)*5
6 7 10 11	1	10*((11*6)-7)
6 8 10 11	1	10*(11+(6*8))
6 10 10 10	1	(10*(10*6))-10
6 10 12 13	1	10*((12*6)-13)
7 7 10 10	1	10*(10+(7*7))
7 10 10 11	1	10*((10*7)-11)
8 9 10 13	1	10*((8*9)-13)
