0 6 11 11	1	0+(11*(11*6))	
1 5 11 11	1	(1+5)*(11*11)	
1 5 11 13	1	(1+(13*5))*11	
1 6 10 11	1	(1+10)*(11*6)	
1 6 10 12	1	(1+(10*12))*6	
1 6 11 11	1	1*(11*(11*6))	
1 6 11 12	1	11*((12-1)*6)	
1 7 11 11	1	11*(11*(7-1))	
2 3 11 11	1	11*(11*(2*3))	
2 4 11 11	1	11*(11*(2+4))	
2 6 9 11	1	11*((2+9)*6)	
2 6 11 13	1	11*((13-2)*6)	
2 7 8 13	1	(13*(7*8))-2	
2 8 8 11	1	11*(2+(8*8))	
2 8 11 11	1	11*(11*(8-2))	
2 11 11 12	1	(11*(11*12))/2	
3 3 11 11	1	11*(11*(3+3))	
3 6 8 11	1	11*((3+8)*6)	
3 7 9 11	1	11*(3+(7*9))	
3 9 9 9	1	(9*(9*9))-3	
3 9 11 11	1	11*(11*(9-3))	
3 9 11 13	1	11*((13+9)*3)	
3 10 11 12	1	(10+12)*(11*3)	
3 11 11 11	1	11*((11+11)*3)	
4 6 7 11	1	11*((4+7)*6)	
4 6 9 13	1	((13*9)+4)*6	
4 7 10 11	1	((10*7)-4)*11	
4 10 11 11	1	(10-4)*(11*11)	
5 6 6 11	1	11*((5+6)*6)	
5 6 11 12	1	11*((12*5)+6)	
5 6 12 12	1	(12*(12*5))+6	
5 11 11 11	2	11*(11*(11-5))	11*(11+(11*5))
5 11 11 13	1	11+(11*(13*5))	
6 6 10 11	1	((10*6)+6)*11	
6 6 10 12	1	(10*(12*6))+6	
6 6 11 12	1	11*((12*6)-6)	
6 8 9 10	1	(10*(8*9))+6	
6 8 9 11	1	11*((8*9)-6)	
6 9 10 13	1	((10*13)-9)*6	
6 9 11 12	1	11*(12+(6*9))	
6 9 12 13	1	((12*9)+13)*6	
6 10 11 11	1	((10*11)+11)*6	
6 11 11 12	2	((11*12)-11)*6	11*(11*(12-6))
6 11 12 13	1	11*((13*6)-12)	
7 8 10 11	1	(10+(7*8))*11	
7 11 11 11	1	11*((11*7)-11)	
7 11 11 13	1	11*(11*(13-7))	
