1 7 8 13	1	(1+(7*8))*13
2 5 11 13	1	((11*5)+2)*13
3 5 12 13	1	((12*5)-3)*13
3 6 9 13	1	13*(3+(6*9))
3 6 10 13	1	((10*6)-3)*13
3 6 13 13	1	13*((13+6)*3)
3 7 12 13	1	(12+7)*(13*3)
3 8 11 13	1	(11+8)*(13*3)
3 9 10 13	1	(10+9)*(13*3)
4 5 13 13	1	13*((13*4)+5)
4 9 12 13	1	((12*4)+9)*13
4 11 13 13	1	((11*4)+13)*13
5 7 10 13	1	((10*5)+7)*13
5 8 13 13	1	13*((13*5)-8)
5 9 12 13	1	(12+(5*9))*13
6 7 9 13	1	13*((7*9)-6)
6 8 9 13	1	13*((6*8)+9)
6 9 11 13	1	((11*6)-9)*13
7 7 8 13	1	13*((7*7)+8)
7 8 8 13	1	13*((8*8)-7)
7 8 13 13	1	13+(13*(7*8))
7 10 13 13	1	((10*7)-13)*13
9 9 9 12	1	12+(9*(9*9))
