1 5 11 13	1	(11*(13*5))-1
1 6 10 12	1	((10*12)-1)*6
2 6 9 13	1	((13*9)+2)*6
2 6 11 11	1	((11*11)-2)*6
2 7 8 13	1	((13*8)-2)*7
2 7 10 10	1	((10*10)+2)*7
3 7 9 11	1	((11*9)+3)*7
4 6 7 13	1	(13+4)*(6*7)
5 6 7 12	1	(12+5)*(6*7)
5 6 12 12	1	(12*(12*5))-6
6 6 7 11	1	(11+6)*(6*7)
6 6 10 12	1	(10*(12*6))-6
6 7 7 10	1	(10+7)*(6*7)
6 7 8 9	1	6*(7*(8+9))
6 7 8 12	1	((12*8)+6)*7
6 7 9 12	1	((12*9)-6)*7
6 8 9 10	1	(10*(8*9))-6
6 9 10 11	1	((10*11)+9)*6
6 9 11 12	1	(11+(12*9))*6
6 9 12 13	1	12+(13*(6*9))
6 10 11 13	1	((10*13)-11)*6
6 11 11 12	1	(11*(11*6))-12
6 11 12 13	1	((11*12)-13)*6
7 7 11 13	1	(11+(13*7))*7
7 8 10 11	1	((10*11)-8)*7
7 9 10 12	1	((10*9)+12)*7
8 8 10 11	1	10+(11*(8*8))
