1 5 12 12	1	12*((12*5)-1)
1 6 9 13	1	(1+(13*9))*6
1 6 10 12	1	((10*6)-1)*12
2 6 10 12	1	((10*12)-2)*6
3 6 11 11	1	((11*11)-3)*6
3 7 8 12	1	12*(3+(7*8))
4 5 11 12	1	((11*5)+4)*12
4 7 9 12	1	12*((7*9)-4)
4 7 12 13	1	12*((13*4)+7)
4 8 8 11	1	(11*(8*8))+4
4 8 13 13	1	((13*13)+8)*4
4 11 12 12	1	(11+(12*4))*12
5 6 9 12	1	12*(5+(6*9))
5 6 12 13	1	12*((13*5)-6)
5 7 11 13	1	(11*(13*5))-7
5 8 8 12	1	12*((8*8)-5)
5 9 10 12	1	((10*5)+9)*12
5 12 12 12	1	(12*(12*5))-12
6 6 9 13	1	(13*(6*9))+6
6 7 11 12	1	((11*6)-7)*12
6 8 10 11	1	((10*11)+8)*6
6 8 11 12	1	(11+(6*8))*12
6 9 10 12	1	(10+(12*9))*6
6 10 12 12	1	(10*(12*6))-12
6 10 12 13	1	((10*13)-12)*6
6 12 12 13	1	12*((12*6)-13)
7 7 10 12	1	(10+(7*7))*12
7 8 10 10	1	(10*(10*7))+8
7 10 11 12	1	((10*7)-11)*12
8 9 10 12	1	(10*(8*9))-12
8 9 12 13	1	12*((8*9)-13)
